,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
138,Unpredictable Cyclone,R,5.0,{3}{R}{R},,,,"If a cycling ability of another nonland card would cause you to draw a card, instead exile cards from the top of your library until you exile a card that shares a card type with the cycled card. You may cast that card without paying its mana cost. Then put the exiled cards that weren't cast this way on the bottom of your library in a random order.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Enchantment,
139,Weaponize the Monsters,R,1.0,{R},,,,"{2}, Sacrifice a creature: Weaponize the Monsters deals 2 damage to any target.",uncommon,,,Enchantment,
140,"Yidaro, Wandering Monster",R,7.0,{5}{R}{R},8.0,8.0,,"Trample, haste
Cycling {1}{R}
When you cycle Yidaro, Wandering Monster, shuffle it into your library from your graveyard. If you've cycled a card named Yidaro, Wandering Monster four or more times this game, put it onto the battlefield from your graveyard instead. (Do this before you draw.)",rare,"Cycling, Haste, Trample",Legendary,Creature,"Dinosaur, Turtle"
141,Adventurous Impulse,G,1.0,{G},,,,Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,common,,,Sorcery,
142,Almighty Brushwagg,G,1.0,{G},1.0,1.0,,"Trample
{3}{G}: Almighty Brushwagg gets +3/+3 until end of turn.",common,Trample,,Creature,Brushwagg
143,Auspicious Starrix,G,5.0,{4}{G},6.0,6.0,,"Mutate {5}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, exile cards from the top of your library until you exile X permanent cards, where X is the number of times this creature has mutated. Put those permanent cards onto the battlefield.",uncommon,Mutate,,Creature,"Elk, Beast"
144,Barrier Breach,G,3.0,{2}{G},,,,"Exile up to three target enchantments.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Instant,
145,Bristling Boar,G,4.0,{3}{G},4.0,3.0,,Bristling Boar can't be blocked by more than one creature.,common,,,Creature,Boar
146,Charge of the Forever-Beast,G,3.0,{2}{G},,,,"As an additional cost to cast this spell, reveal a creature card from your hand.
Charge of the Forever-Beast deals damage to target creature or planeswalker equal to the revealed card's power.",uncommon,,,Sorcery,
147,Colossification,G,7.0,{5}{G}{G},,,,"Enchant creature
When Colossification enters the battlefield, tap enchanted creature.
Enchanted creature gets +20/+20.",rare,Enchant,,Enchantment,Aura
148,Essence Symbiote,G,2.0,{1}{G},2.0,2.0,,"Whenever a creature you control mutates, put a +1/+1 counter on that creature and you gain 2 life.",common,,,Creature,Beast
149,Excavation Mole,G,3.0,{2}{G},3.0,3.0,,"Trample
When Excavation Mole enters the battlefield, mill three cards.",common,"Mill, Trample",,Creature,Mole
150,Exuberant Wolfbear,G,4.0,{3}{G},4.0,4.0,,"Whenever Exuberant Wolfbear attacks, you may change the base power and toughness of target Human you control to Exuberant Wolfbear's power and toughness until end of turn.",uncommon,,,Creature,"Wolf, Bear"
151,Fertilid,G,3.0,{2}{G},0.0,0.0,,"Fertilid enters the battlefield with two +1/+1 counters on it.
{1}{G}, Remove a +1/+1 counter from Fertilid: Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles.",common,,,Creature,Elemental
152,Flycatcher Giraffid,G,5.0,{4}{G},3.0,5.0,,Flycatcher Giraffid enters the battlefield with your choice of a vigilance counter or a reach counter on it.,common,,,Creature,"Antelope, Lizard"
153,Fully Grown,G,3.0,{2}{G},,,,Target creature gets +3/+3 until end of turn. Put a trample counter on it.,common,,,Instant,
154,Gemrazer,G,4.0,{3}{G},4.0,4.0,,"Mutate {1}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Reach, trample
Whenever this creature mutates, destroy target artifact or enchantment an opponent controls.",rare,"Mutate, Reach, Trample",,Creature,Beast
155,Glowstone Recluse,G,3.0,{2}{G},2.0,3.0,,"Mutate {3}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Reach
Whenever this creature mutates, put two +1/+1 counters on it.",uncommon,"Mutate, Reach",,Creature,Spider
156,Greater Sandwurm,G,7.0,{5}{G}{G},7.0,7.0,,"Greater Sandwurm can't be blocked by creatures with power 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Creature,Wurm
157,Honey Mammoth,G,6.0,{4}{G}{G},6.0,6.0,,"When Honey Mammoth enters the battlefield, you gain 4 life.",common,,,Creature,Elephant
158,Hornbash Mentor,G,3.0,{2}{G},3.0,3.0,,"When Hornbash Mentor enters the battlefield, put a trample counter on target non-Human creature you control.
{2}{G}, {T}: Put a +1/+1 counter on each creature you control with trample.",uncommon,,,Creature,"Human, Warrior"
159,Humble Naturalist,G,2.0,{1}{G},1.0,3.0,,{T}: Add one mana of any color. Spend this mana only to cast a creature spell.,common,,,Creature,"Human, Druid"
160,Ivy Elemental,G,1.0,{X}{G},0.0,0.0,,Ivy Elemental enters the battlefield with X +1/+1 counters on it.,uncommon,,,Creature,Elemental
161,"Kogla, the Titan Ape",G,6.0,{3}{G}{G}{G},7.0,6.0,,"When Kogla, the Titan Ape enters the battlefield, it fights up to one target creature you don't control.
Whenever Kogla attacks, destroy target artifact or enchantment defending player controls.
{1}{G}: Return target Human you control to its owner's hand. Kogla gains indestructible until end of turn.",rare,Fight,Legendary,Creature,Ape
162,Lead the Stampede,G,3.0,{2}{G},,,,Look at the top five cards of your library. You may reveal any number of creature cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,uncommon,,,Sorcery,
163,Migration Path,G,4.0,{3}{G},,,,"Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Sorcery,
164,Migratory Greathorn,G,4.0,{3}{G},3.0,4.0,,"Mutate {2}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,Mutate,,Creature,Beast
165,Monstrous Step,G,5.0,{4}{G},,,,"Target creature gets +7/+7 until end of turn. Up to one other target creature blocks it this turn if able.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Sorcery,
166,Mosscoat Goriak,G,3.0,{2}{G},2.0,4.0,,Vigilance,common,Vigilance,,Creature,Beast
167,Mythos of Brokkos,G,4.0,{2}{G}{G},,,,"If {U}{B} was spent to cast this spell, search your library for a card, put that card into your graveyard, then shuffle.
Return up to two permanent cards from your graveyard to your hand.",rare,,,Sorcery,
168,Plummet,G,2.0,{1}{G},,,,Destroy target creature with flying.,common,,,Instant,
169,Ram Through,G,2.0,{1}{G},,,,"Target creature you control deals damage equal to its power to target creature you don't control. If the creature you control has trample, excess damage is dealt to that creature's controller instead.",common,,,Instant,
170,Sudden Spinnerets,G,1.0,{G},,,,Target creature gets +1/+3 until end of turn. Put a reach counter on it. Untap it.,common,,,Instant,
171,Survivors' Bond,G,2.0,{1}{G},,,,"Choose one or both —
• Return target Human creature card from your graveyard to your hand.
• Return target non-Human creature card from your graveyard to your hand.",common,,,Sorcery,
172,Thwart the Enemy,G,3.0,{2}{G},,,,Prevent all damage that would be dealt this turn by creatures your opponents control.,common,,,Instant,
173,Titanoth Rex,G,9.0,{7}{G}{G},11.0,11.0,,"Trample
Cycling {1}{G} ({1}{G}, Discard this card: Draw a card.)
When you cycle Titanoth Rex, put a trample counter on target creature you control.",uncommon,"Cycling, Trample",,Creature,"Dinosaur, Beast"
174,"Vivien, Monsters' Advocate",G,5.0,{3}{G}{G},,,3.0,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
[+1]: Create a 3/3 green Beast creature token. Put your choice of a vigilance counter, a reach counter, or a trample counter on it.
[−2]: When you cast your next creature spell this turn, search your library for a creature card with lesser mana value, put it onto the battlefield, then shuffle.",mythic,,Legendary,Planeswalker,Vivien
175,Wilt,G,2.0,{1}{G},,,,"Destroy target artifact or enchantment.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Instant,
176,Back for More,"B, G",6.0,{4}{B}{G},,,,"Return target creature card from your graveyard to the battlefield. When you do, it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)",uncommon,Fight,,Instant,
177,Boneyard Lurker,"B, G",4.0,{2}{B}{G},4.0,4.0,,"Mutate {2}{B/G}{B/G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, return target permanent card from your graveyard to your hand.",uncommon,Mutate,,Creature,"Nightmare, Beast"
178,"Brokkos, Apex of Forever","B, G, U",5.0,{2}{B}{G}{U},6.0,6.0,,"Mutate {2}{U/B}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Trample
You may cast Brokkos, Apex of Forever from your graveyard using its mutate ability.",mythic,"Mutate, Trample",Legendary,Creature,"Nightmare, Beast, Elemental"
179,Channeled Force,"R, U",4.0,{2}{U}{R},,,,"As an additional cost to cast this spell, discard X cards.
Target player draws X cards. Channeled Force deals X damage to up to one target creature or planeswalker.",uncommon,,,Instant,
180,"Chevill, Bane of Monsters","B, G",2.0,{B}{G},1.0,3.0,,"Deathtouch
At the beginning of your upkeep, if your opponents control no permanents with bounty counters on them, put a bounty counter on target creature or planeswalker an opponent controls.
Whenever a permanent an opponent controls with a bounty counter on it dies, you gain 3 life and draw a card.",mythic,Deathtouch,Legendary,Creature,"Human, Rogue"
181,Death's Oasis,"B, G, W",3.0,{W}{B}{G},,,,"Whenever a nontoken creature you control dies, mill two cards. Then return a creature card with lesser mana value than the creature that died from your graveyard to your hand.
{1}, Sacrifice Death's Oasis: You gain life equal to the highest mana value among creatures you control.",rare,Mill,,Enchantment,
182,Dire Tactics,"B, W",2.0,{W}{B},,,,"Exile target creature. If you don't control a Human, you lose life equal to that creature's toughness.",uncommon,,,Instant,
183,Eerie Ultimatum,"B, G, W",7.0,{W}{W}{B}{B}{B}{G}{G},,,,Return any number of permanent cards with different names from your graveyard to the battlefield.,rare,,,Sorcery,
184,Emergent Ultimatum,"B, G, U",7.0,{B}{B}{G}{G}{G}{U}{U},,,,Search your library for up to three monocolored cards with different names and exile them. An opponent chooses one of those cards. Shuffle that card into your library. You may cast the other cards without paying their mana costs. Exile Emergent Ultimatum.,rare,,,Sorcery,
185,Frondland Felidar,"G, W",4.0,{2}{G}{W},3.0,5.0,,"Vigilance
Creatures you control with vigilance have ""{1}, {T}: Tap target creature.""",rare,Vigilance,,Creature,"Cat, Beast"
186,General Kudro of Drannith,"B, W",3.0,{1}{W}{B},3.0,3.0,,"Other Humans you control get +1/+1.
Whenever General Kudro of Drannith or another Human enters the battlefield under your control, exile target card from an opponent's graveyard.
{2}, Sacrifice two Humans: Destroy target creature with power 4 or greater.",mythic,,Legendary,Creature,"Human, Soldier"
187,General's Enforcer,"B, W",2.0,{W}{B},2.0,3.0,,"Legendary Humans you control have indestructible.
{2}{W}{B}: Exile target card from a graveyard. If it was a creature card, create a 1/1 white Human Soldier creature token.",uncommon,,,Creature,"Human, Soldier"
188,Genesis Ultimatum,"G, R, U",7.0,{G}{G}{U}{U}{U}{R}{R},,,,Look at the top five cards of your library. Put any number of permanent cards from among them onto the battlefield and the rest into your hand. Exile Genesis Ultimatum.,rare,,,Sorcery,
189,"Illuna, Apex of Wishes","G, R, U",5.0,{2}{G}{U}{R},6.0,6.0,,"Mutate {3}{R/G}{U}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, trample
Whenever this creature mutates, exile cards from the top of your library until you exile a nonland permanent card. Put that card onto the battlefield or into your hand.",mythic,"Flying, Mutate, Trample",Legendary,Creature,"Beast, Elemental, Dinosaur"
190,Inspired Ultimatum,"R, U, W",7.0,{U}{U}{R}{R}{R}{W}{W},,,,"Target player gains 5 life, Inspired Ultimatum deals 5 damage to any target, then you draw five cards.",rare,,,Sorcery,
191,"Kinnan, Bonder Prodigy","G, U",2.0,{G}{U},2.0,2.0,,"Whenever you tap a nonland permanent for mana, add one mana of any type that permanent produced.
{5}{G}{U}: Look at the top five cards of your library. You may put a non-Human creature card from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",mythic,,Legendary,Creature,"Human, Druid"
192,Labyrinth Raptor,"B, R",2.0,{B}{R},2.0,2.0,,"Menace
Whenever a creature you control with menace becomes blocked, defending player sacrifices a creature blocking it.
{B}{R}: Creatures you control with menace get +1/+0 until end of turn.",rare,Menace,,Creature,"Nightmare, Dinosaur"
193,Lore Drakkis,"R, U",3.0,{1}{U}{R},2.0,3.0,,"Mutate {U/R}{U/R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, return target instant or sorcery card from your graveyard to your hand.",uncommon,Mutate,,Creature,"Lizard, Beast"
194,Narset of the Ancient Way,"R, U, W",4.0,{1}{U}{R}{W},,,4.0,"[+1]: You gain 2 life. Add {U}, {R}, or {W}. Spend this mana only to cast a noncreature spell.
[−2]: Draw a card, then you may discard a card. When you discard a nonland card this way, Narset of the Ancient Way deals damage equal to that card's mana value to target creature or planeswalker.
[−6]: You get an emblem with ""Whenever you cast a noncreature spell, this emblem deals 2 damage to any target.""",mythic,,Legendary,Planeswalker,Narset
195,Necropanther,"B, W",3.0,{1}{W}{B},3.0,3.0,,"Mutate {2}{W/B}{W/B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, return target creature card with mana value 3 or less from your graveyard to the battlefield.",uncommon,Mutate,,Creature,"Cat, Nightmare"
196,"Nethroi, Apex of Death","B, G, W",5.0,{2}{W}{B}{G},5.0,5.0,,"Mutate {4}{G/W}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Deathtouch, lifelink
Whenever this creature mutates, return any number of target creature cards with total power 10 or less from your graveyard to the battlefield.",mythic,"Deathtouch, Lifelink, Mutate",Legendary,Creature,"Cat, Nightmare, Beast"
197,Offspring's Revenge,"B, R, W",5.0,{2}{R}{W}{B},,,,"At the beginning of combat on your turn, exile target red, white, or black creature card from your graveyard. Create a token that's a copy of that card, except it's 1/1. It gains haste until your next turn.",rare,,,Enchantment,
198,Parcelbeast,"G, U",4.0,{2}{G}{U},2.0,4.0,,"Mutate {G}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
{1}, {T}: Look at the top card of your library. If it's a land card, you may put it onto the battlefield. If you don't put the card onto the battlefield, put it into your hand.",uncommon,Mutate,,Creature,"Elemental, Beast"
199,Primal Empathy,"G, U",3.0,{1}{G}{U},,,,"At the beginning of your upkeep, draw a card if you control a creature with the greatest power among creatures on the battlefield. Otherwise, put a +1/+1 counter on a creature you control.",uncommon,,,Enchantment,
200,Quartzwood Crasher,"G, R",5.0,{2}{R}{R}{G},6.0,6.0,,"Trample
Whenever one or more creatures you control with trample deal combat damage to a player, create an X/X green Dinosaur Beast creature token with trample, where X is the amount of damage those creatures dealt to that player.",rare,Trample,,Creature,"Dinosaur, Beast"
201,Regal Leosaur,"R, W",2.0,{R}{W},2.0,2.0,,"Mutate {1}{R/W}{R/W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, other creatures you control get +2/+1 until end of turn.",uncommon,Mutate,,Creature,"Dinosaur, Cat"
202,"Rielle, the Everwise","R, U",3.0,{1}{U}{R},0.0,3.0,,"Rielle, the Everwise gets +1/+0 for each instant and sorcery card in your graveyard.
Whenever you discard one or more cards for the first time each turn, draw that many cards.",mythic,,Legendary,Creature,"Human, Wizard"
203,Ruinous Ultimatum,"B, R, W",7.0,{R}{R}{W}{W}{W}{B}{B},,,,Destroy all nonland permanents your opponents control.,rare,,,Sorcery,
204,Savai Thundermane,"R, W",2.0,{R}{W},3.0,2.0,,"Whenever you cycle a card, you may pay {2}. When you do, Savai Thundermane deals 2 damage to target creature and you gain 2 life.",uncommon,,,Creature,"Elemental, Cat"
205,Skull Prophet,"B, G",2.0,{B}{G},3.0,1.0,,"{T}: Add {B} or {G}.
{T}: Mill two cards.",uncommon,Mill,,Creature,"Human, Druid"
206,Skycat Sovereign,"U, W",2.0,{W}{U},1.0,1.0,,"Flying
Skycat Sovereign gets +1/+1 for each other creature you control with flying.
{2}{W}{U}: Create a 1/1 white Cat Bird creature token with flying.",rare,Flying,,Creature,"Elemental, Cat"
207,Slitherwisp,"B, U",3.0,{U}{B}{B},3.0,2.0,,"Flash
Whenever you cast another spell that has flash, you draw a card and each opponent loses 1 life.",rare,Flash,,Creature,"Elemental, Nightmare"
208,"Snapdax, Apex of the Hunt","B, R, W",4.0,{1}{R}{W}{B},3.0,5.0,,"Mutate {2}{B/R}{W}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Double strike
Whenever this creature mutates, it deals 4 damage to target creature or planeswalker an opponent controls and you gain 4 life.",mythic,"Double strike, Mutate",Legendary,Creature,"Dinosaur, Cat, Nightmare"
209,Song of Creation,"G, R, U",4.0,{1}{G}{U}{R},,,,"You may play an additional land on each of your turns.
Whenever you cast a spell, draw two cards.
At the beginning of your end step, discard your hand.",rare,,,Enchantment,
210,Sprite Dragon,"R, U",2.0,{U}{R},1.0,1.0,,"Flying, haste
Whenever you cast a noncreature spell, put a +1/+1 counter on Sprite Dragon.",uncommon,"Flying, Haste",,Creature,"Faerie, Dragon"
211,Titans' Nest,"B, G, U",4.0,{1}{B}{G}{U},,,,"At the beginning of your upkeep, look at the top card of your library. You may put that card into your graveyard.
Exile a card from your graveyard: Add {C}. Spend this mana only to cast a spell that's one or more colors without {X} in its mana cost.",rare,,,Enchantment,
212,Trumpeting Gnarr,"G, U",3.0,{1}{G}{U},3.0,3.0,,"Mutate {3}{G/U}{G/U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, create a 3/3 green Beast creature token.",uncommon,Mutate,,Creature,Beast
213,"Vadrok, Apex of Thunder","R, U, W",3.0,{U}{R}{W},3.0,3.0,,"Mutate {1}{W/U}{R}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, first strike
Whenever this creature mutates, you may cast target noncreature card with mana value 3 or less from your graveyard without paying its mana cost.",mythic,"First strike, Flying, Mutate",Legendary,Creature,"Elemental, Dinosaur, Cat"
214,Whirlwind of Thought,"R, U, W",4.0,{1}{U}{R}{W},,,,"Whenever you cast a noncreature spell, draw a card.",rare,,,Enchantment,
215,"Winota, Joiner of Forces","R, W",4.0,{2}{R}{W},4.0,4.0,,"Whenever a non-Human creature you control attacks, look at the top six cards of your library. You may put a Human creature card from among them onto the battlefield tapped and attacking. It gains indestructible until end of turn. Put the rest of the cards on the bottom of your library in a random order.",mythic,,Legendary,Creature,"Human, Warrior"
216,Zenith Flare,"R, W",4.0,{2}{R}{W},,,,"Zenith Flare deals X damage to any target and you gain X life, where X is the number of cards with a cycling ability in your graveyard.",uncommon,,,Instant,
217,Alert Heedbonder,"G, W",3.0,{1}{G/W}{G/W},2.0,4.0,,"Vigilance
At the beginning of your end step, you gain 1 life for each creature you control with vigilance.",uncommon,Vigilance,,Creature,"Human, Scout"
218,Cunning Nightbonder,"B, U",2.0,{U/B}{U/B},2.0,2.0,,"Flash
Spells with flash you cast cost {1} less to cast and can't be countered.",uncommon,Flash,,Creature,"Human, Rogue"
219,Fiend Artisan,"B, G",2.0,{B/G}{B/G},1.0,1.0,,"Fiend Artisan gets +1/+1 for each creature card in your graveyard.
{X}{B/G}, {T}, Sacrifice another creature: Search your library for a creature card with mana value X or less, put it onto the battlefield, then shuffle. Activate only as a sorcery.",mythic,,,Creature,Nightmare
220,"Gyruda, Doom of Depths","B, U",6.0,{4}{U/B}{U/B},6.0,6.0,,"Companion — Your starting deck contains only cards with even mana values. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
When Gyruda enters the battlefield, each player mills four cards. Put a creature card with an even mana value from among the milled cards onto the battlefield under your control.",rare,"Companion, Mill",Legendary,Creature,"Demon, Kraken"
221,"Jegantha, the Wellspring","G, R",5.0,{4}{R/G},5.0,5.0,,"Companion — No card in your starting deck has more than one of the same mana symbol in its mana cost. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
{T}: Add {W}{U}{B}{R}{G}. This mana can't be spent to pay generic mana costs.",rare,Companion,Legendary,Creature,"Elemental, Elk"
222,Jubilant Skybonder,"U, W",3.0,{1}{W/U}{W/U},2.0,2.0,,"Flying
Creatures you control with flying have ""Spells your opponents cast that target this creature cost {2} more to cast.""",uncommon,Flying,,Creature,"Human, Wizard"
223,"Kaheera, the Orphanguard","G, W",3.0,{1}{G/W}{G/W},3.0,2.0,,"Companion — Each creature card in your starting deck is a Cat, Elemental, Nightmare, Dinosaur, or Beast card. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Vigilance
Each other creature you control that's a Cat, Elemental, Nightmare, Dinosaur, or Beast gets +1/+1 and has vigilance.",rare,"Companion, Vigilance",Legendary,Creature,"Cat, Beast"
224,"Keruga, the Macrosage","G, U",5.0,{3}{G/U}{G/U},5.0,4.0,,"Companion — Your starting deck contains only cards with mana value 3 or greater and land cards. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
When Keruga, the Macrosage enters the battlefield, draw a card for each other permanent you control with mana value 3 or greater.",rare,Companion,Legendary,Creature,"Dinosaur, Hippo"
225,Lurrus of the Dream-Den,"B, W",3.0,{1}{W/B}{W/B},3.0,2.0,,"Companion — Each permanent card in your starting deck has mana value 2 or less. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Lifelink
During each of your turns, you may cast one permanent spell with mana value 2 or less from your graveyard.",rare,"Companion, Lifelink",Legendary,Creature,"Cat, Nightmare"
226,"Lutri, the Spellchaser","R, U",3.0,{1}{U/R}{U/R},3.0,2.0,,"Companion — Each nonland card in your starting deck has a different name. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Flash
When Lutri, the Spellchaser enters the battlefield, if you cast it, copy target instant or sorcery spell you control. You may choose new targets for the copy.",rare,"Companion, Flash",Legendary,Creature,"Elemental, Otter"
227,"Obosh, the Preypiercer","B, R",5.0,{3}{B/R}{B/R},3.0,5.0,,"Companion — Your starting deck contains only cards with odd mana values and land cards. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
If a source you control with an odd mana value would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",rare,Companion,Legendary,Creature,"Hellion, Horror"
228,Proud Wildbonder,"G, R",4.0,{2}{R/G}{R/G},4.0,3.0,,"Trample
Creatures you control with trample have ""You may have this creature assign its combat damage as though it weren't blocked.""",uncommon,Trample,,Creature,"Human, Warrior"
229,Sonorous Howlbonder,"B, R",3.0,{1}{B/R}{B/R},2.0,2.0,,"Menace
Each creature you control with menace can't be blocked except by three or more creatures.",uncommon,Menace,,Creature,"Human, Warrior"
230,"Umori, the Collector","B, G",4.0,{2}{B/G}{B/G},4.0,5.0,,"Companion — Each nonland card in your starting deck shares a card type. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
As Umori, the Collector enters the battlefield, choose a card type.
Spells you cast of the chosen type cost {1} less to cast.",rare,Companion,Legendary,Creature,Ooze
231,"Yorion, Sky Nomad","U, W",5.0,{3}{W/U}{W/U},4.0,5.0,,"Companion — Your starting deck contains at least twenty cards more than the minimum deck size. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Flying
When Yorion enters the battlefield, exile any number of other nonland permanents you own and control. Return those cards to the battlefield at the beginning of the next end step.",rare,"Companion, Flying",Legendary,Creature,"Bird, Serpent"
232,"Zirda, the Dawnwaker","R, W",3.0,{1}{R/W}{R/W},3.0,3.0,,"Companion — Each permanent card in your starting deck has an activated ability. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Abilities you activate that aren't mana abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.
{1}, {T}: Target creature can't block this turn.",rare,Companion,Legendary,Creature,"Elemental, Fox"
233,Crystalline Giant,C,3.0,{3},3.0,3.0,,"At the beginning of combat on your turn, choose a kind of counter at random that Crystalline Giant doesn't have on it from among flying, first strike, deathtouch, hexproof, lifelink, menace, reach, trample, vigilance, and +1/+1. Put a counter of that kind on Crystalline Giant.",rare,,,"Artifact, Creature",Giant
234,Indatha Crystal,C,3.0,{3},,,,"{T}: Add {W}, {B}, or {G}.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Artifact,
235,Ketria Crystal,C,3.0,{3},,,,"{T}: Add {G}, {U}, or {R}.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Artifact,
236,The Ozolith,C,1.0,{1},,,,"Whenever a creature you control leaves the battlefield, if it had counters on it, put those counters on The Ozolith.
At the beginning of combat on your turn, if The Ozolith has counters on it, you may move all counters from The Ozolith onto target creature.",rare,,Legendary,Artifact,
237,Raugrin Crystal,C,3.0,{3},,,,"{T}: Add {U}, {R}, or {W}.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Artifact,
238,Savai Crystal,C,3.0,{3},,,,"{T}: Add {R}, {W}, or {B}.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Artifact,
239,Sleeper Dart,C,2.0,{2},,,,"When Sleeper Dart enters the battlefield, draw a card.
{T}, Sacrifice Sleeper Dart: Target creature doesn't untap during its controller's next untap step.",common,,,Artifact,
240,Springjaw Trap,C,1.0,{1},,,,"Flash
{4}, {T}, Sacrifice Springjaw Trap: It deals 3 damage to any target.",common,Flash,,Artifact,
241,Zagoth Crystal,C,3.0,{3},,,,"{T}: Add {B}, {G}, or {U}.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Artifact,
242,Bloodfell Caves,L,0.0,,,,,"Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.",common,,,Land,
243,Blossoming Sands,L,0.0,,,,,"Blossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}.",common,,,Land,
244,Bonders' Enclave,L,0.0,,,,,"{T}: Add {C}.
{3}, {T}: Draw a card. Activate only if you control a creature with power 4 or greater.",rare,,,Land,
245,Dismal Backwater,L,0.0,,,,,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",common,,,Land,
246,Evolving Wilds,L,0.0,,,,,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,,,Land,
247,Indatha Triome,L,0.0,,,,,"({T}: Add {W}, {B}, or {G}.)
Indatha Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Land,"Plains, Swamp, Forest"
248,Jungle Hollow,L,0.0,,,,,"Jungle Hollow enters the battlefield tapped.
When Jungle Hollow enters the battlefield, you gain 1 life.
{T}: Add {B} or {G}.",common,,,Land,
