,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
138,Olivia's Bloodsworn,B,2.0,{1}{B},2.0,1.0,,"Flying
Olivia's Bloodsworn can't block.
{R}: Target Vampire gains haste until end of turn.",uncommon,Flying,,Creature,"Vampire, Soldier"
139,Pale Rider of Trostad,B,2.0,{1}{B},3.0,3.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
When Pale Rider of Trostad enters the battlefield, discard a card.",uncommon,Skulk,,Creature,Spirit
140,Pick the Brain,B,3.0,{2}{B},,,,"Target opponent reveals their hand. You choose a nonland card from it and exile that card.
Delirium — If there are four or more card types among cards in your graveyard, search that player's graveyard, hand, and library for any number of cards with the same name as the exiled card, exile those cards, then that player shuffles.",uncommon,Delirium,,Sorcery,
141,Rancid Rats,B,2.0,{1}{B},1.0,1.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",common,"Deathtouch, Skulk",,Creature,"Zombie, Rat"
142,Relentless Dead,B,2.0,{B}{B},2.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Relentless Dead dies, you may pay {B}. If you do, return it to its owner's hand.
When Relentless Dead dies, you may pay {X}. If you do, return another target Zombie creature card with mana value X from your graveyard to the battlefield.",mythic,Menace,,Creature,Zombie
143,Rottenheart Ghoul,B,4.0,{3}{B},2.0,4.0,,"When Rottenheart Ghoul dies, target player discards a card.",common,,,Creature,Zombie
144,Sanitarium Skeleton,B,1.0,{B},1.0,2.0,,{2}{B}: Return Sanitarium Skeleton from your graveyard to your hand.,common,,,Creature,Skeleton
145,Shamble Back,B,1.0,{B},,,,Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token. You gain 2 life.,common,,,Sorcery,
146,Sinister Concoction,B,1.0,{B},,,,"{B}, Pay 1 life, Mill a card, Discard a card, Sacrifice Sinister Concoction: Destroy target creature.",uncommon,Mill,,Enchantment,
147,Stallion of Ashmouth,B,4.0,{3}{B},3.0,3.0,,Delirium — {1}{B}: Stallion of Ashmouth gets +1/+1 until end of turn. Activate only if there are four or more card types among cards in your graveyard.,common,Delirium,,Creature,"Nightmare, Horse"
148,Stromkirk Mentor,B,4.0,{3}{B},4.0,2.0,,"When Stromkirk Mentor enters the battlefield, put a +1/+1 counter on another target Vampire you control.",common,,,Creature,"Vampire, Soldier"
149,Throttle,B,5.0,{4}{B},,,,Target creature gets -4/-4 until end of turn.,common,,,Instant,
150,To the Slaughter,B,3.0,{2}{B},,,,"Target player sacrifices a creature or planeswalker.
Delirium — If there are four or more card types among cards in your graveyard, instead that player sacrifices a creature and a planeswalker.",rare,Delirium,,Instant,
151,Tooth Collector,B,3.0,{2}{B},3.0,2.0,,"When Tooth Collector enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, target creature that player controls gets -1/-1 until end of turn.",uncommon,Delirium,,Creature,"Human, Rogue"
152,Triskaidekaphobia,B,4.0,{3}{B},,,,"At the beginning of your upkeep, choose one —
• Each player with exactly 13 life loses the game, then each player gains 1 life.
• Each player with exactly 13 life loses the game, then each player loses 1 life.",rare,,,Enchantment,
153,Twins of Maurer Estate,B,5.0,{4}{B},3.0,5.0,,"Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Creature,Vampire
154,Vampire Noble,B,3.0,{2}{B},3.0,2.0,,,common,,,Creature,"Vampire, Noble"
155,Vessel of Malignity,B,2.0,{1}{B},,,,"{1}{B}, Sacrifice Vessel of Malignity: Target opponent exiles two cards from their hand. Activate only as a sorcery.",common,,,Enchantment,
156,Avacyn's Judgment,R,2.0,{1}{R},,,,"Madness {X}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Avacyn's Judgment deals 2 damage divided as you choose among any number of targets. If this spell's madness cost was paid, it deals X damage divided as you choose among those permanents and/or players instead.",rare,Madness,,Sorcery,
157,Bloodmad Vampire,R,3.0,{2}{R},4.0,1.0,,"Whenever Bloodmad Vampire deals combat damage to a player, put a +1/+1 counter on it.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Creature,"Vampire, Berserker"
158,Breakneck Rider,R,3.0,{1}{R}{R},3.0,3.0,,"At the beginning of each upkeep, if no spells were cast last turn, transform Breakneck Rider.",uncommon,Transform,,Creature,"Human, Scout, Werewolf"
159,Neck Breaker,R,3.0,,4.0,3.0,,"Attacking creatures you control get +1/+0 and have trample.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Neck Breaker.",uncommon,Transform,,Creature,Werewolf
160,Convicted Killer,R,3.0,{2}{R},2.0,2.0,,"At the beginning of each upkeep, if no spells were cast last turn, transform Convicted Killer.",common,Transform,,Creature,"Human, Werewolf"
161,Branded Howler,R,3.0,,4.0,4.0,,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Branded Howler.",common,Transform,,Creature,Werewolf
162,Dance with Devils,R,4.0,{3}{R},,,,"Create two 1/1 red Devil creature tokens. They have ""When this creature dies, it deals 1 damage to any target.""",uncommon,,,Instant,
163,Devils' Playground,R,6.0,{4}{R}{R},,,,"Create four 1/1 red Devil creature tokens. They have ""When this creature dies, it deals 1 damage to any target.""",rare,,,Sorcery,
164,Dissension in the Ranks,R,5.0,{3}{R}{R},,,,Target blocking creature fights another target blocking creature.,uncommon,Fight,,Instant,
165,Dual Shot,R,1.0,{R},,,,Dual Shot deals 1 damage to each of up to two target creatures.,common,,,Instant,
166,Ember-Eye Wolf,R,2.0,{1}{R},1.0,2.0,,"Haste
{1}{R}: Ember-Eye Wolf gets +2/+0 until end of turn.",common,Haste,,Creature,Wolf
167,Falkenrath Gorger,R,1.0,{R},2.0,1.0,,"Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",rare,,,Creature,"Vampire, Berserker"
168,Fiery Temper,R,3.0,{1}{R}{R},,,,"Fiery Temper deals 3 damage to any target.
Madness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Instant,
169,Flameblade Angel,R,6.0,{4}{R}{R},4.0,4.0,,"Flying
Whenever a source an opponent controls deals damage to you or a permanent you control, you may have Flameblade Angel deal 1 damage to that source's controller.",rare,Flying,,Creature,Angel
170,Gatstaf Arsonists,R,5.0,{4}{R},5.0,4.0,,"At the beginning of each upkeep, if no spells were cast last turn, transform Gatstaf Arsonists.",common,Transform,,Creature,"Human, Werewolf"
171,Gatstaf Ravagers,R,5.0,,6.0,5.0,,"Menace (This creature can't be blocked except by two or more creatures.)
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Ravagers.",common,"Menace, Transform",,Creature,Werewolf
172,Geier Reach Bandit,R,3.0,{2}{R},3.0,2.0,,"Haste
At the beginning of each upkeep, if no spells were cast last turn, transform Geier Reach Bandit.",rare,"Haste, Transform",,Creature,"Human, Rogue, Werewolf"
173,Vildin-Pack Alpha,R,3.0,,4.0,3.0,,"Whenever a Werewolf enters the battlefield under your control, you may transform it.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha.",rare,Transform,,Creature,Werewolf
174,Geistblast,R,3.0,{2}{R},,,,"Geistblast deals 2 damage to any target.
{2}{U}, Exile Geistblast from your graveyard: Copy target instant or sorcery spell you control. You may choose new targets for the copy.",uncommon,,,Instant,
175,Gibbering Fiend,R,2.0,{1}{R},2.0,1.0,,"When Gibbering Fiend enters the battlefield, it deals 1 damage to each opponent.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, Gibbering Fiend deals 1 damage to that player.",uncommon,Delirium,,Creature,Devil
176,Goldnight Castigator,R,4.0,{2}{R}{R},4.0,9.0,,"Flying, haste
If a source would deal damage to you, it deals double that damage to you instead.
If a source would deal damage to Goldnight Castigator, it deals double that damage to Goldnight Castigator instead.",mythic,"Flying, Haste",,Creature,Angel
177,Harness the Storm,R,3.0,{2}{R},,,,"Whenever you cast an instant or sorcery spell from your hand, you may cast target card with the same name as that spell from your graveyard. (You still pay its costs.)",rare,,,Enchantment,
178,Howlpack Wolf,R,3.0,{2}{R},3.0,3.0,,Howlpack Wolf can't block unless you control another Wolf or Werewolf.,common,,,Creature,Wolf
179,Hulking Devil,R,4.0,{3}{R},5.0,2.0,,,common,,,Creature,Devil
180,Incorrigible Youths,R,5.0,{3}{R}{R},4.0,3.0,,"Haste
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,"Haste, Madness",,Creature,Vampire
181,Inner Struggle,R,4.0,{3}{R},,,,Target creature deals damage to itself equal to its power.,uncommon,,,Instant,
182,Insolent Neonate,R,1.0,{R},1.0,1.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Discard a card, Sacrifice Insolent Neonate: Draw a card.",common,Menace,,Creature,Vampire
183,Kessig Forgemaster,R,2.0,{1}{R},2.0,1.0,,"Whenever Kessig Forgemaster blocks or becomes blocked by a creature, Kessig Forgemaster deals 1 damage to that creature.
At the beginning of each upkeep, if no spells were cast last turn, transform Kessig Forgemaster.",uncommon,Transform,,Creature,"Human, Shaman, Werewolf"
184,Flameheart Werewolf,R,2.0,,3.0,2.0,,"Whenever Flameheart Werewolf blocks or becomes blocked by a creature, Flameheart Werewolf deals 2 damage to that creature.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Flameheart Werewolf.",uncommon,Transform,,Creature,Werewolf
185,Lightning Axe,R,1.0,{R},,,,"As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature.",uncommon,,,Instant,
186,Mad Prophet,R,4.0,{3}{R},2.0,2.0,,"Haste
{T}, Discard a card: Draw a card.",uncommon,Haste,,Creature,"Human, Shaman"
187,Magmatic Chasm,R,2.0,{1}{R},,,,Creatures without flying can't block this turn.,common,,,Sorcery,
188,Malevolent Whispers,R,4.0,{3}{R},,,,"Gain control of target creature until end of turn. Untap that creature. It gets +2/+0 and gains haste until end of turn.
Madness {3}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Sorcery,
189,Pyre Hound,R,4.0,{3}{R},2.0,3.0,,"Trample
Whenever you cast an instant or sorcery spell, put a +1/+1 counter on Pyre Hound.",common,Trample,,Creature,"Elemental, Dog"
190,Ravenous Bloodseeker,R,2.0,{1}{R},1.0,3.0,,Discard a card: Ravenous Bloodseeker gets +2/-2 until end of turn.,uncommon,,,Creature,"Vampire, Berserker"
191,Reduce to Ashes,R,5.0,{4}{R},,,,"Reduce to Ashes deals 5 damage to target creature. If that creature would die this turn, exile it instead.",common,,,Sorcery,
192,Rush of Adrenaline,R,1.0,{R},,,,Target creature gets +2/+1 and gains trample until end of turn.,common,,,Instant,
193,Sanguinary Mage,R,2.0,{1}{R},1.0,3.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",common,Prowess,,Creature,"Vampire, Wizard"
194,Scourge Wolf,R,2.0,{R}{R},2.0,2.0,,"First strike
Delirium — Scourge Wolf has double strike as long as there are four or more card types among cards in your graveyard.",rare,"Delirium, First strike",,Creature,"Wolf, Horror"
195,Senseless Rage,R,2.0,{1}{R},,,,"Enchant creature
Enchanted creature gets +2/+2.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,"Enchant, Madness",,Enchantment,Aura
196,Sin Prodder,R,3.0,{2}{R},3.0,2.0,,"Menace
At the beginning of your upkeep, reveal the top card of your library. Any opponent may have you put that card into your graveyard. If a player does, Sin Prodder deals damage to that player equal to that card's mana value. Otherwise, put that card into your hand.",rare,Menace,,Creature,Devil
197,Skin Invasion,R,1.0,{R},,,,"Enchant creature
Enchanted creature attacks each combat if able.
When enchanted creature dies, return Skin Invasion to the battlefield transformed under your control.",uncommon,"Enchant, Transform",,Enchantment,Aura
198,Skin Shedder,R,1.0,,3.0,4.0,,,uncommon,,,Creature,"Insect, Horror"
199,Spiteful Motives,R,4.0,{3}{R},,,,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +3/+0 and has first strike.",uncommon,"Enchant, Flash",,Enchantment,Aura
200,Stensia Masquerade,R,3.0,{2}{R},,,,"Attacking creatures you control have first strike.
Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Enchantment,
201,Structural Distortion,R,4.0,{3}{R},,,,Exile target artifact or land. Structural Distortion deals 2 damage to that permanent's controller.,common,,,Sorcery,
202,Tormenting Voice,R,2.0,{1}{R},,,,"As an additional cost to cast this spell, discard a card.
Draw two cards.",common,,,Sorcery,
203,Ulrich's Kindred,R,3.0,{2}{R},3.0,2.0,,"Trample
{3}{G}: Target attacking Wolf or Werewolf gains indestructible until end of turn.",uncommon,Trample,,Creature,Wolf
204,Uncaged Fury,R,3.0,{2}{R},,,,Target creature gets +1/+1 and gains double strike until end of turn. (It deals both first-strike and regular combat damage.),common,,,Instant,
205,Vessel of Volatility,R,2.0,{1}{R},,,,"{1}{R}, Sacrifice Vessel of Volatility: Add {R}{R}{R}{R}.",common,,,Enchantment,
206,Village Messenger,R,1.0,{R},1.0,1.0,,"Haste
At the beginning of each upkeep, if no spells were cast last turn, transform Village Messenger.",uncommon,"Haste, Transform",,Creature,"Human, Werewolf"
207,Moonrise Intruder,R,1.0,,2.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Moonrise Intruder.",uncommon,"Menace, Transform",,Creature,Werewolf
208,Voldaren Duelist,R,4.0,{3}{R},3.0,2.0,,"Haste
When Voldaren Duelist enters the battlefield, target creature can't block this turn.",common,Haste,,Creature,"Vampire, Warrior"
209,Wolf of Devil's Breach,R,5.0,{3}{R}{R},5.0,5.0,,"Whenever Wolf of Devil's Breach attacks, you may pay {1}{R} and discard a card. If you do, Wolf of Devil's Breach deals damage to target creature or planeswalker equal to the discarded card's mana value.",mythic,,,Creature,"Elemental, Wolf"
210,Aim High,G,2.0,{1}{G},,,,Untap target creature. It gets +2/+2 and gains reach until end of turn. (It can block creatures with flying.),common,,,Instant,
211,Autumnal Gloom,G,3.0,{2}{G},,,,"{B}: Mill a card.
Delirium — At the beginning of your end step, if there are four or more card types among cards in your graveyard, transform Autumnal Gloom.",uncommon,"Delirium, Mill, Transform",,Enchantment,
212,Ancient of the Equinox,G,3.0,,4.0,4.0,,"Trample, hexproof",uncommon,"Hexproof, Trample",,Creature,Treefolk
213,Briarbridge Patrol,G,4.0,{3}{G},3.0,3.0,,"Whenever Briarbridge Patrol deals damage to one or more creatures, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
At the beginning of each end step, if you sacrificed three or more Clues this turn, you may put a creature card from your hand onto the battlefield.",uncommon,Investigate,,Creature,"Human, Warrior"
214,Byway Courier,G,3.0,{2}{G},3.0,2.0,,"When Byway Courier dies, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Creature,"Human, Scout"
215,Clip Wings,G,2.0,{1}{G},,,,Each opponent sacrifices a creature with flying.,common,,,Instant,
216,Confront the Unknown,G,1.0,{G},,,,"Investigate, then target creature gets +1/+1 until end of turn for each Clue you control. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Instant,
217,Crawling Sensation,G,3.0,{2}{G},,,,"At the beginning of your upkeep, you may mill two cards.
Whenever one or more land cards are put into your graveyard from anywhere for the first time each turn, create a 1/1 green Insect creature token.",uncommon,Mill,,Enchantment,
218,Cryptolith Rite,G,2.0,{1}{G},,,,"Creatures you control have ""{T}: Add one mana of any color.""",rare,,,Enchantment,
219,Cult of the Waxing Moon,G,5.0,{4}{G},5.0,4.0,,"Whenever a permanent you control transforms into a non-Human creature, create a 2/2 green Wolf creature token.",uncommon,,,Creature,"Human, Shaman"
220,Deathcap Cultivator,G,2.0,{1}{G},2.0,1.0,,"{T}: Add {B} or {G}.
Delirium — Deathcap Cultivator has deathtouch as long as there are four or more card types among cards in your graveyard.",rare,Delirium,,Creature,"Human, Druid"
221,Duskwatch Recruiter,G,2.0,{1}{G},2.0,2.0,,"{2}{G}: Look at the top three cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
At the beginning of each upkeep, if no spells were cast last turn, transform Duskwatch Recruiter.",uncommon,Transform,,Creature,"Human, Warrior, Werewolf"
222,Krallenhorde Howler,G,2.0,,3.0,3.0,,"Creature spells you cast cost {1} less to cast.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Howler.",uncommon,Transform,,Creature,Werewolf
223,Equestrian Skill,G,4.0,{3}{G},,,,"Enchant creature
Enchanted creature gets +3/+3.
As long as enchanted creature is a Human, it has trample.",common,Enchant,,Enchantment,Aura
224,Fork in the Road,G,2.0,{1}{G},,,,Search your library for up to two basic land cards and reveal them. Put one into your hand and the other into your graveyard. Then shuffle.,common,,,Sorcery,
225,Gloomwidow,G,3.0,{2}{G},3.0,3.0,,"Reach
Gloomwidow can block only creatures with flying.",uncommon,Reach,,Creature,Spider
226,Graf Mole,G,3.0,{2}{G},2.0,4.0,,"Whenever you sacrifice a Clue, you gain 3 life.",uncommon,,,Creature,"Mole, Beast"
227,Groundskeeper,G,1.0,{G},1.0,1.0,,{1}{G}: Return target basic land card from your graveyard to your hand.,uncommon,,,Creature,"Human, Druid"
228,Hermit of the Natterknolls,G,3.0,{2}{G},2.0,3.0,,"Whenever an opponent casts a spell during your turn, draw a card.
At the beginning of each upkeep, if no spells were cast last turn, transform Hermit of the Natterknolls.",uncommon,Transform,,Creature,"Human, Werewolf"
229,Lone Wolf of the Natterknolls,G,3.0,,3.0,5.0,,"Whenever an opponent casts a spell during your turn, draw two cards.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Lone Wolf of the Natterknolls.",uncommon,Transform,,Creature,Werewolf
230,Hinterland Logger,G,2.0,{1}{G},2.0,1.0,,"At the beginning of each upkeep, if no spells were cast last turn, transform Hinterland Logger.",common,Transform,,Creature,"Human, Werewolf"
231,Timber Shredder,G,2.0,,4.0,2.0,,"Trample
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Timber Shredder.",common,"Trample, Transform",,Creature,Werewolf
232,Howlpack Resurgence,G,3.0,{2}{G},,,,"Flash (You may cast this spell any time you could cast an instant.)
Each creature you control that's a Wolf or a Werewolf gets +1/+1 and has trample.",uncommon,Flash,,Enchantment,
233,Inexorable Blob,G,3.0,{2}{G},3.0,3.0,,"Delirium — Whenever Inexorable Blob attacks, if there are four or more card types among cards in your graveyard, create a 3/3 green Ooze creature token that's tapped and attacking.",rare,Delirium,,Creature,Ooze
234,Intrepid Provisioner,G,4.0,{3}{G},3.0,3.0,,"Trample
When Intrepid Provisioner enters the battlefield, another target Human you control gets +2/+2 until end of turn.",common,Trample,,Creature,"Human, Scout"
235,Kessig Dire Swine,G,6.0,{4}{G}{G},6.0,6.0,,Delirium — Kessig Dire Swine has trample as long as there are four or more card types among cards in your graveyard.,common,Delirium,,Creature,"Boar, Horror"
236,Lambholt Pacifist,G,2.0,{1}{G},3.0,3.0,,"Lambholt Pacifist can't attack unless you control a creature with power 4 or greater.
At the beginning of each upkeep, if no spells were cast last turn, transform Lambholt Pacifist.",uncommon,Transform,,Creature,"Human, Shaman, Werewolf"
237,Lambholt Butcher,G,2.0,,4.0,4.0,,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Lambholt Butcher.",uncommon,Transform,,Creature,Werewolf
238,Loam Dryad,G,1.0,{G},1.0,2.0,,"{T}, Tap an untapped creature you control: Add one mana of any color.",common,,,Creature,"Dryad, Horror"
239,Might Beyond Reason,G,4.0,{3}{G},,,,"Put two +1/+1 counters on target creature.
Delirium — Put three +1/+1 counters on that creature instead if there are four or more card types among cards in your graveyard.",common,Delirium,,Instant,
240,Moldgraf Scavenger,G,2.0,{1}{G},0.0,4.0,,Delirium — Moldgraf Scavenger gets +3/+0 as long as there are four or more card types among cards in your graveyard.,common,Delirium,,Creature,Fungus
241,Moonlight Hunt,G,2.0,{1}{G},,,,Choose target creature you don't control. Each creature you control that's a Wolf or a Werewolf deals damage equal to its power to that creature.,uncommon,,,Instant,
242,Obsessive Skinner,G,2.0,{1}{G},1.0,1.0,,"When Obsessive Skinner enters the battlefield, put a +1/+1 counter on target creature.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, put a +1/+1 counter on target creature.",uncommon,Delirium,,Creature,"Human, Rogue"
243,Pack Guardian,G,4.0,{2}{G}{G},4.0,3.0,,"Flash (You may cast this spell any time you could cast an instant.)
When Pack Guardian enters the battlefield, you may discard a land card. If you do, create a 2/2 green Wolf creature token.",uncommon,Flash,,Creature,"Wolf, Spirit"
244,Quilled Wolf,G,2.0,{1}{G},2.0,2.0,,{5}{G}: Quilled Wolf gets +4/+4 until end of turn.,common,,,Creature,Wolf
245,Rabid Bite,G,2.0,{1}{G},,,,Target creature you control deals damage equal to its power to target creature you don't control.,common,,,Sorcery,
246,Root Out,G,3.0,{2}{G},,,,"Destroy target artifact or enchantment.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Sorcery,
247,Sage of Ancient Lore,G,5.0,{4}{G},,,,"Sage of Ancient Lore's power and toughness are each equal to the number of cards in your hand.
When Sage of Ancient Lore enters the battlefield, draw a card.
At the beginning of each upkeep, if no spells were cast last turn, transform Sage of Ancient Lore.",rare,Transform,,Creature,"Human, Shaman, Werewolf"
248,Werewolf of Ancient Hunger,G,5.0,,,,,"Vigilance, trample
Werewolf of Ancient Hunger's power and toughness are each equal to the total number of cards in all players' hands.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf of Ancient Hunger.",rare,"Trample, Transform, Vigilance",,Creature,Werewolf
249,Seasons Past,G,6.0,{4}{G}{G},,,,Return any number of cards with different mana values from your graveyard to your hand. Put Seasons Past on the bottom of its owner's library.,mythic,,,Sorcery,
250,Second Harvest,G,4.0,{2}{G}{G},,,,"For each token you control, create a token that's a copy of that permanent.",rare,,,Instant,
251,Silverfur Partisan,G,3.0,{2}{G},2.0,2.0,,"Trample
Whenever a Wolf or Werewolf you control becomes the target of an instant or sorcery spell, create a 2/2 green Wolf creature token.",rare,Trample,,Creature,"Wolf, Warrior"
252,Solitary Hunter,G,4.0,{3}{G},3.0,4.0,,"At the beginning of each upkeep, if no spells were cast last turn, transform Solitary Hunter.",common,Transform,,Creature,"Human, Warrior, Werewolf"
253,One of the Pack,G,4.0,,5.0,6.0,,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform One of the Pack.",common,Transform,,Creature,Werewolf
254,Soul Swallower,G,4.0,{2}{G}{G},3.0,3.0,,"Trample
Delirium — At the beginning of your upkeep, if there are four or more card types among cards in your graveyard, put three +1/+1 counters on Soul Swallower.",rare,"Delirium, Trample",,Creature,Wurm
255,Stoic Builder,G,3.0,{2}{G},2.0,3.0,,"When Stoic Builder enters the battlefield, you may return target land card from your graveyard to your hand.",common,,,Creature,Human
256,Thornhide Wolves,G,5.0,{4}{G},4.0,5.0,,,common,,,Creature,Wolf
257,Tireless Tracker,G,3.0,{2}{G},3.0,2.0,,"Whenever a land enters the battlefield under your control, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker.",rare,Investigate,,Creature,"Human, Scout"
258,Traverse the Ulvenwald,G,1.0,{G},,,,"Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
Delirium — If there are four or more card types among cards in your graveyard, instead search your library for a creature or land card, reveal it, put it into your hand, then shuffle.",rare,Delirium,,Sorcery,
259,Ulvenwald Hydra,G,6.0,{4}{G}{G},,,,"Reach
Ulvenwald Hydra's power and toughness are each equal to the number of lands you control.
When Ulvenwald Hydra enters the battlefield, you may search your library for a land card, put it onto the battlefield tapped, then shuffle.",mythic,Reach,,Creature,Hydra
260,Ulvenwald Mysteries,G,3.0,{2}{G},,,,"Whenever a nontoken creature you control dies, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, create a 1/1 white Human Soldier creature token.",uncommon,Investigate,,Enchantment,
261,Vessel of Nascency,G,1.0,{G},,,,"{1}{G}, Sacrifice Vessel of Nascency: Reveal the top four cards of your library. You may put an artifact, creature, enchantment, land, or planeswalker card from among them into your hand. Put the rest into your graveyard.",common,,,Enchantment,
262,Veteran Cathar,G,2.0,{1}{G},2.0,2.0,,{3}{W}: Target Human gains double strike until end of turn.,uncommon,,,Creature,"Human, Soldier"
263,Watcher in the Web,G,5.0,{4}{G},2.0,5.0,,"Reach (This creature can block creatures with flying.)
Watcher in the Web can block an additional seven creatures each combat.",common,Reach,,Creature,Spider
264,Weirding Wood,G,3.0,{2}{G},,,,"Enchant land
When Weirding Wood enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Enchanted land has ""{T}: Add two mana of any one color.""",uncommon,"Enchant, Investigate",,Enchantment,Aura
265,Anguished Unmaking,"B, W",3.0,{1}{W}{B},,,,Exile target nonland permanent. You lose 3 life.,rare,,,Instant,
266,Arlinn Kord,"G, R",4.0,{2}{R}{G},,,3.0,"[+1]: Until end of turn, up to one target creature gets +2/+2 and gains vigilance and haste.
[0]: Create a 2/2 green Wolf creature token. Transform Arlinn Kord.",mythic,Transform,Legendary,Planeswalker,Arlinn
267,"Arlinn, Embraced by the Moon","G, R",4.0,,,,,"[+1]: Creatures you control get +1/+1 and gain trample until end of turn.
[−1]: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.
[−6]: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'""",mythic,Transform,Legendary,Planeswalker,Arlinn
268,Fevered Visions,"R, U",3.0,{1}{U}{R},,,,"At the beginning of each player's end step, that player draws a card. If the player is your opponent and has four or more cards in hand, Fevered Visions deals 2 damage to that player.",rare,,,Enchantment,
269,The Gitrog Monster,"B, G",5.0,{3}{B}{G},6.0,6.0,,"Deathtouch
At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land.
You may play an additional land on each of your turns.
Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",mythic,Deathtouch,Legendary,Creature,"Frog, Horror"
270,Invocation of Saint Traft,"U, W",3.0,{1}{W}{U},,,,"Enchant creature
Enchanted creature has ""Whenever this creature attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.""",rare,Enchant,,Enchantment,Aura
271,"Nahiri, the Harbinger","R, W",4.0,{2}{R}{W},,,4.0,"[+2]: You may discard a card. If you do, draw a card.
[−2]: Exile target enchantment, tapped artifact, or tapped creature.
[−8]: Search your library for an artifact or creature card, put it onto the battlefield, then shuffle. It gains haste. Return it to your hand at the beginning of the next end step.",mythic,,Legendary,Planeswalker,Nahiri
272,"Olivia, Mobilized for War","B, R",3.0,{1}{B}{R},3.0,3.0,,"Flying
Whenever another creature enters the battlefield under your control, you may discard a card. If you do, put a +1/+1 counter on that creature, it gains haste until end of turn, and it becomes a Vampire in addition to its other types.",mythic,Flying,Legendary,Creature,"Vampire, Knight"
