,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
119,"Valki, God of Lies",B,2.0,{1}{B},2.0,1.0,,"When Valki enters the battlefield, each opponent reveals their hand. For each opponent, exile a creature card they revealed this way until Valki leaves the battlefield.
{X}: Choose a creature card exiled with Valki with mana value X. Valki becomes a copy of that card.",mythic,,Legendary,Creature,God
120,"Tibalt, Cosmic Impostor","B, R",7.0,{5}{B}{R},,,5.0,"As Tibalt enters the battlefield, you get an emblem with ""You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.""
[+2]: Exile the top card of each player's library.
[−3]: Exile target artifact or creature.
[−8]: Exile all graveyards. Add {R}{R}{R}.",mythic,,Legendary,Planeswalker,Tibalt
121,"Varragoth, Bloodsky Sire",B,3.0,{2}{B},2.0,3.0,,"Deathtouch
Boast — {1}{B}: Target player searches their library for a card, then shuffles and puts that card on top. (Activate only if this creature attacked this turn and only once each turn.)",rare,"Boast, Deathtouch",Legendary,Creature,"Demon, Rogue"
122,Vengeful Reaper,B,4.0,{3}{B},2.0,3.0,,"Flying, deathtouch, haste
Foretell {1}{B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",uncommon,"Deathtouch, Flying, Foretell, Haste",,Creature,"Angel, Cleric"
123,Village Rites,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",common,,,Instant,
124,Weigh Down,B,1.0,{B},,,,"As an additional cost to cast this spell, exile a creature card from your graveyard.
Target creature gets -3/-3 until end of turn.",common,,,Sorcery,
125,Withercrown,B,2.0,{1}{B},,,,"Enchant creature
Enchanted creature has base power 0 and has ""At the beginning of your upkeep, you lose 1 life unless you sacrifice this creature.""",common,Enchant,,Enchantment,Aura
126,Arni Brokenbrow,R,3.0,{2}{R},3.0,3.0,,"Haste
Boast — {1}: You may change Arni Brokenbrow's base power to 1 plus the greatest power among other creatures you control until end of turn. (Activate only if this creature attacked this turn and only once each turn.)",rare,"Boast, Haste",Legendary,Creature,"Human, Berserker"
127,Axgard Cavalry,R,2.0,{1}{R},2.0,2.0,,{T}: Target creature gains haste until end of turn.,common,,,Creature,"Dwarf, Berserker"
128,Basalt Ravager,R,4.0,{3}{R},4.0,2.0,,"When Basalt Ravager enters the battlefield, it deals X damage to any target, where X is the greatest number of creatures you control that have a creature type in common.",uncommon,,,Creature,"Giant, Wizard"
129,"Birgi, God of Storytelling",R,3.0,{2}{R},3.0,3.0,,"Whenever you cast a spell, add {R}. Until end of turn, you don't lose this mana as steps and phases end.
Creatures you control can boast twice during each of your turns rather than once.",rare,,Legendary,Creature,God
130,"Harnfel, Horn of Bounty",R,5.0,{4}{R},,,,Discard a card: Exile the top two cards of your library. You may play those cards this turn.,rare,,Legendary,Artifact,
131,Breakneck Berserker,R,3.0,{2}{R},3.0,2.0,,Haste,common,Haste,,Creature,"Dwarf, Berserker"
132,Calamity Bearer,R,4.0,{2}{R}{R},3.0,4.0,,"If a Giant source you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",rare,,,Creature,"Giant, Berserker"
133,Cinderheart Giant,R,7.0,{5}{R}{R},7.0,6.0,,"Trample
When Cinderheart Giant dies, it deals 7 damage to a creature an opponent controls chosen at random.",common,Trample,,Creature,"Giant, Berserker"
134,Craven Hulk,R,4.0,{3}{R},4.0,4.0,,Craven Hulk can't block alone.,common,,,Creature,"Giant, Coward"
135,Crush the Weak,R,3.0,{2}{R},,,,"Crush the Weak deals 2 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.
Foretell {R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",uncommon,Foretell,,Sorcery,
136,Demon Bolt,R,3.0,{2}{R},,,,"Demon Bolt deals 4 damage to target creature or planeswalker.
Foretell {R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,Foretell,,Instant,
137,Doomskar Titan,R,6.0,{4}{R}{R},4.0,4.0,,"When Doomskar Titan enters the battlefield, creatures you control get +1/+0 and gain haste until end of turn.
Foretell {4}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",uncommon,Foretell,,Creature,"Giant, Berserker"
138,Dragonkin Berserker,R,2.0,{1}{R},2.0,2.0,,"First strike
Boast abilities you activate cost {1} less to activate for each Dragon you control.
Boast — {4}{R}: Create a 5/5 red Dragon creature token with flying. (Activate only if this creature attacked this turn and only once each turn.)",rare,"Boast, First strike",,Creature,"Human, Berserker"
139,Dual Strike,R,2.0,{R}{R},,,,"When you cast your next instant or sorcery spell with mana value 4 or less this turn, copy that spell. You may choose new targets for the copy.
Foretell {R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",uncommon,Foretell,,Instant,
140,Dwarven Hammer,R,3.0,{2}{R},,,,"When Dwarven Hammer enters the battlefield, you may pay {2}. If you do, create a 2/1 red Dwarf Berserker creature token, then attach Dwarven Hammer to it.
Equipped creature gets +3/+0 and has trample.
Equip {3}",uncommon,Equip,,Artifact,Equipment
141,Dwarven Reinforcements,R,4.0,{3}{R},,,,"Create two 2/1 red Dwarf Berserker creature tokens.
Foretell {1}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,Foretell,,Sorcery,
142,Fearless Liberator,R,2.0,{1}{R},2.0,1.0,,Boast — {2}{R}: Create a 2/1 red Dwarf Berserker creature token. (Activate only if this creature attacked this turn and only once each turn.),uncommon,Boast,,Creature,"Dwarf, Berserker"
143,Fearless Pup,R,1.0,{R},1.0,1.0,,"First strike
Boast — {2}{R}: Fearless Pup gets +2/+0 until end of turn. (Activate only if this creature attacked this turn and only once each turn.)",common,"Boast, First strike",,Creature,Wolf
144,Frenzied Raider,R,2.0,{1}{R},2.0,2.0,,"Whenever you activate a boast ability, put a +1/+1 counter on Frenzied Raider.",uncommon,,,Creature,"Demon, Berserker"
145,Frost Bite,R,1.0,{R},,,,"Frost Bite deals 2 damage to target creature or planeswalker. If you control three or more snow permanents, it deals 3 damage instead.",common,,Snow,Instant,
146,Goldspan Dragon,R,5.0,{3}{R}{R},4.0,4.0,,"Flying, haste
Whenever Goldspan Dragon attacks or becomes the target of a spell, create a Treasure token.
Treasures you control have ""{T}, Sacrifice this artifact: Add two mana of any one color.""",mythic,"Flying, Haste",,Creature,Dragon
147,Hagi Mob,R,5.0,{4}{R},5.0,4.0,,Boast — {1}{R}: Hagi Mob deals 1 damage to any target. (Activate only if this creature attacked this turn and only once each turn.),common,Boast,,Creature,"Troll, Berserker"
148,Immersturm Raider,R,2.0,{1}{R},2.0,1.0,,"When Immersturm Raider enters the battlefield, you may discard a card. If you do, draw a card.",common,,,Creature,"Demon, Berserker"
149,"Magda, Brazen Outlaw",R,2.0,{1}{R},2.0,1.0,,"Other Dwarves you control get +1/+0.
Whenever a Dwarf you control becomes tapped, create a Treasure token.
Sacrifice five Treasures: Search your library for an artifact or Dragon card, put that card onto the battlefield, then shuffle.",rare,,Legendary,Creature,"Dwarf, Berserker"
150,Open the Omenpaths,R,3.0,{2}{R},,,,"Choose one —
• Add two mana of any one color and two mana of any other color. Spend this mana only to cast creature or enchantment spells.
• Creatures you control get +1/+0 until end of turn.",common,,,Instant,
151,Provoke the Trolls,R,4.0,{3}{R},,,,"Provoke the Trolls deals 3 damage to any target. If a creature is dealt damage this way, it gets +5/+0 until end of turn.",uncommon,,,Instant,
152,Quakebringer,R,5.0,{3}{R}{R},5.0,4.0,,"Your opponents can't gain life.
At the beginning of your upkeep, Quakebringer deals 2 damage to each opponent. This ability triggers only if Quakebringer is on the battlefield or if Quakebringer is in your graveyard and you control a Giant.
Foretell {2}{R}{R}",mythic,Foretell,,Creature,"Giant, Berserker"
153,Reckless Crew,R,4.0,{3}{R},,,,"Create X 2/1 red Dwarf Berserker creature tokens, where X is the number of Vehicles you control plus the number of Equipment you control. For each of those tokens, you may attach an Equipment you control to it.",rare,,,Sorcery,
154,Run Amok,R,2.0,{1}{R},,,,Target attacking creature gets +3/+3 and gains trample until end of turn.,common,,,Instant,
155,Rune of Speed,R,2.0,{1}{R},,,,"Enchant permanent
When Rune of Speed enters the battlefield, draw a card.
As long as enchanted permanent is a creature, it gets +1/+0 and has haste.
As long as enchanted permanent is an Equipment, it has ""Equipped creature gets +1/+0 and has haste.""",uncommon,Enchant,,Enchantment,"Aura, Rune"
156,Seize the Spoils,R,3.0,{2}{R},,,,"As an additional cost to cast this spell, discard a card.
Draw two cards and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Sorcery,
157,Shackles of Treachery,R,3.0,{2}{R},,,,"Gain control of target creature until end of turn. Untap that creature. Until end of turn, it gains haste and ""Whenever this creature deals damage, destroy target Equipment attached to it.""",common,,,Sorcery,
158,Smashing Success,R,4.0,{3}{R},,,,"Destroy target artifact or land. If an artifact is destroyed this way, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Instant,
159,Squash,R,5.0,{4}{R},,,,"This spell costs {3} less to cast if you control a Giant.
Squash deals 6 damage to target creature or planeswalker.",common,,,Instant,
160,Tibalt's Trickery,R,2.0,{1}{R},,,,"Counter target spell. Choose 1, 2, or 3 at random. Its controller mills that many cards, then exiles cards from the top of their library until they exile a nonland card with a different name than that spell. They may cast that card without paying its mana cost. Then they put the exiled cards on the bottom of their library in a random order.",rare,Mill,,Instant,
161,"Toralf, God of Fury",R,4.0,{2}{R}{R},5.0,4.0,,"Trample
Whenever a creature or planeswalker an opponent controls is dealt excess noncombat damage, Toralf deals damage equal to the excess to any target other than that permanent.",mythic,Trample,Legendary,Creature,God
162,Toralf's Hammer,R,2.0,{1}{R},,,,"Equipped creature has ""{1}{R}, {T}, Unattach Toralf's Hammer: It deals 3 damage to any target. Return Toralf's Hammer to its owner's hand.""
Equipped creature gets +3/+0 as long as it's legendary.
Equip {1}{R}",mythic,Equip,Legendary,Artifact,Equipment
163,Tormentor's Helm,R,1.0,{R},,,,"Equipped creature gets +1/+1.
Whenever equipped creature becomes blocked, it deals 1 damage to defending player.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
164,Tundra Fumarole,R,3.0,{1}{R}{R},,,,"Tundra Fumarole deals 4 damage to target creature or planeswalker. Add {C} for each {S} spent to cast this spell. Until end of turn, you don't lose this mana as steps and phases end. ({S} is mana from a snow source.)",rare,,Snow,Sorcery,
165,Tuskeri Firewalker,R,3.0,{2}{R},3.0,2.0,,Boast — {1}: Exile the top card of your library. You may play that card this turn. (Activate only if this creature attacked this turn and only once each turn.),common,Boast,,Creature,"Human, Berserker"
166,Vault Robber,R,2.0,{1}{R},1.0,3.0,,"{1}, {T}, Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Dwarf, Rogue"
167,Arachnoform,G,2.0,{1}{G},,,,"Enchant creature
Enchanted creature gets +2/+2, has reach, and is every creature type.",common,Enchant,,Enchantment,Aura
168,Battle Mammoth,G,5.0,{3}{G}{G},6.0,5.0,,"Trample
Whenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card.
Foretell {2}{G}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",mythic,"Foretell, Trample",,Creature,Elephant
169,Blessing of Frost,G,4.0,{3}{G},,,,"Distribute X +1/+1 counters among any number of creatures you control, where X is the amount of {S} spent to cast this spell. Then draw a card for each creature you control with power 4 or greater.",rare,,Snow,Sorcery,
170,Blizzard Brawl,G,1.0,{G},,,,"Choose target creature you control and target creature you don't control. If you control three or more snow permanents, the creature you control gets +1/+0 and gains indestructible until end of turn. Then those creatures fight each other. (Each deals damage equal to its power to the other.)",uncommon,Fight,Snow,Sorcery,
171,Boreal Outrider,G,3.0,{2}{G},3.0,2.0,,"Whenever you cast a creature spell, if {S} of any of that spell's colors was spent to cast it, that creature enters the battlefield with an additional +1/+1 counter on it. ({S} is mana from a snow source.)",uncommon,,Snow,Creature,"Elf, Warrior"
172,Broken Wings,G,3.0,{2}{G},,,,"Destroy target artifact, enchantment, or creature with flying.",common,,,Instant,
173,Elderleaf Mentor,G,4.0,{3}{G},3.0,2.0,,"When Elderleaf Mentor enters the battlefield, create a 1/1 green Elf Warrior creature token.",common,,,Creature,"Elf, Warrior"
174,Elven Bow,G,1.0,{G},,,,"When Elven Bow enters the battlefield, you may pay {2}. If you do, create a 1/1 green Elf Warrior creature token, then attach Elven Bow to it.
Equipped creature gets +1/+2 and has reach.
Equip {3}",uncommon,Equip,,Artifact,Equipment
175,Elvish Warmaster,G,2.0,{1}{G},2.0,2.0,,"Whenever one or more other Elves enter the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn.
{5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.",rare,,,Creature,"Elf, Warrior"
176,"Esika, God of the Tree",G,3.0,{1}{G}{G},1.0,4.0,,"Vigilance
{T}: Add one mana of any color.
Other legendary creatures you control have vigilance and ""{T}: Add one mana of any color.""",mythic,Vigilance,Legendary,Creature,God
177,The Prismatic Bridge,"B, G, R, U, W",5.0,{W}{U}{B}{R}{G},,,,"At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature or planeswalker card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",mythic,,Legendary,Enchantment,
178,Esika's Chariot,G,4.0,{3}{G},4.0,4.0,,"When Esika's Chariot enters the battlefield, create two 2/2 green Cat creature tokens.
Whenever Esika's Chariot attacks, create a token that's a copy of target token you control.
Crew 4",rare,Crew,Legendary,Artifact,Vehicle
179,"Fynn, the Fangbearer",G,2.0,{1}{G},1.0,3.0,,"Deathtouch
Whenever a creature you control with deathtouch deals combat damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)",uncommon,Deathtouch,Legendary,Creature,"Human, Warrior"
180,Glittering Frost,G,3.0,{2}{G},,,,"Enchant land
Enchanted land is snow.
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",common,Enchant,Snow,Enchantment,Aura
181,Gnottvold Recluse,G,3.0,{2}{G},4.0,2.0,,Reach,common,Reach,,Creature,Spider
182,Grizzled Outrider,G,5.0,{4}{G},5.0,5.0,,,common,,,Creature,"Elf, Warrior"
183,Guardian Gladewalker,G,2.0,{1}{G},1.0,1.0,,"Changeling (This card is every creature type.)
When Guardian Gladewalker enters the battlefield, put a +1/+1 counter on target creature.",common,Changeling,,Creature,Shapeshifter
184,Horizon Seeker,G,3.0,{2}{G},3.0,2.0,,"Boast — {1}{G}: Search your library for a basic land card, reveal it, put it into your hand, then shuffle. (Activate only if this creature attacked this turn and only once each turn.)",common,Boast,,Creature,"Human, Warrior"
185,Icehide Troll,G,3.0,{2}{G},2.0,3.0,,"{S}{S}: Icehide Troll gets +2/+0 and gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it. {S} can be paid with one mana from a snow source.)",common,,Snow,Creature,"Troll, Warrior"
186,In Search of Greatness,G,2.0,{G}{G},,,,"At the beginning of your upkeep, you may cast a permanent spell from your hand with mana value equal to 1 plus the highest mana value among other permanents you control without paying its mana cost. If you don't, scry 1.",rare,Scry,,Enchantment,
187,Jaspera Sentinel,G,1.0,{G},1.0,2.0,,"Reach
{T}, Tap an untapped creature you control: Add one mana of any color.",common,Reach,,Creature,"Elf, Rogue"
188,"Jorn, God of Winter",G,3.0,{2}{G},3.0,3.0,,"Whenever Jorn attacks, untap each snow permanent you control.",rare,,"Legendary, Snow",Creature,God
189,"Kaldring, the Rimestaff","B, U",3.0,{1}{U}{B},,,,"{T}: You may play target snow permanent card from your graveyard this turn. If you do, it enters the battlefield tapped.",rare,,"Legendary, Snow",Artifact,
190,King Harald's Revenge,G,3.0,{2}{G},,,,"Until end of turn, target creature gets +1/+1 for each creature you control and gains trample. It must be blocked this turn if able.",common,,,Sorcery,
191,"Kolvori, God of Kinship",G,4.0,{2}{G}{G},2.0,4.0,,"As long as you control three or more legendary creatures, Kolvori gets +4/+2 and has vigilance.
{1}{G}, {T}: Look at the top six cards of your library. You may reveal a legendary creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",rare,,Legendary,Creature,God
192,The Ringhart Crest,G,2.0,{1}{G},,,,"As The Ringhart Crest enters the battlefield, choose a creature type.
{T}: Add {G}. Spend this mana only to cast a creature spell of the chosen type or a legendary creature spell.",rare,,Legendary,Artifact,
193,Littjara Glade-Warden,G,4.0,{3}{G},3.0,3.0,,"Changeling (This card is every creature type.)
{2}{G}, {T}, Exile a creature card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",uncommon,Changeling,,Creature,Shapeshifter
194,Mammoth Growth,G,3.0,{2}{G},,,,"Target creature gets +4/+4 until end of turn.
Foretell {G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,Foretell,,Instant,
195,Masked Vandal,G,2.0,{1}{G},1.0,3.0,,"Changeling (This card is every creature type.)
When Masked Vandal enters the battlefield, you may exile a creature card from your graveyard. If you do, exile target artifact or enchantment an opponent controls.",common,Changeling,,Creature,Shapeshifter
196,Old-Growth Troll,G,3.0,{G}{G}{G},4.0,4.0,,"Trample
When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It's an Aura enchantment with enchant Forest you control and ""Enchanted Forest has '{T}: Add {G}{G}' and '{1}, {T}, Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.'""",rare,Trample,,Creature,"Troll, Warrior"
197,Path to the World Tree,G,2.0,{1}{G},,,,"When Path to the World Tree enters the battlefield, search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{2}{W}{U}{B}{R}{G}, Sacrifice Path to the World Tree: You gain 2 life and draw two cards. Target opponent loses 2 life. Path to the World Tree deals 2 damage to up to one target creature. You create a 2/2 green Bear creature token.",uncommon,,,Enchantment,
198,Ravenous Lindwurm,G,6.0,{4}{G}{G},6.0,6.0,,"When Ravenous Lindwurm enters the battlefield, you gain 4 life.",common,,,Creature,Wurm
199,Realmwalker,G,3.0,{2}{G},2.0,3.0,,"Changeling (This card is every creature type.)
As Realmwalker enters the battlefield, choose a creature type.
You may look at the top card of your library any time.
You may cast creature spells of the chosen type from the top of your library.",rare,Changeling,,Creature,Shapeshifter
200,Rootless Yew,G,5.0,{3}{G}{G},5.0,4.0,,"When Rootless Yew dies, search your library for a creature card with power or toughness 6 or greater, reveal it, put it into your hand, then shuffle.",uncommon,,,Creature,Treefolk
201,Roots of Wisdom,G,2.0,{1}{G},,,,"Mill three cards, then return a land card or Elf card from your graveyard to your hand. If you can't, draw a card. (To mill a card, put the top card of your library into your graveyard.)",common,Mill,,Sorcery,
202,Rune of Might,G,2.0,{1}{G},,,,"Enchant permanent
When Rune of Might enters the battlefield, draw a card.
As long as enchanted permanent is a creature, it gets +1/+1 and has trample.
As long as enchanted permanent is an Equipment, it has ""Equipped creature gets +1/+1 and has trample.""",uncommon,Enchant,,Enchantment,"Aura, Rune"
203,Sarulf's Packmate,G,4.0,{3}{G},3.0,3.0,,"When Sarulf's Packmate enters the battlefield, draw a card.
Foretell {1}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,Foretell,,Creature,Wolf
204,Sculptor of Winter,G,2.0,{1}{G},2.0,2.0,,{T}: Untap target snow land.,common,,Snow,Creature,"Elf, Rogue"
205,Snakeskin Veil,G,1.0,{G},,,,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.,common,,,Instant,
206,Spirit of the Aldergard,G,4.0,{3}{G},0.0,4.0,,"When Spirit of the Aldergard enters the battlefield, search your library for a snow land card, reveal it, put it into your hand, then shuffle.
Spirit of the Aldergard gets +1/+0 for each other snow permanent you control.",uncommon,,Snow,Creature,"Bear, Spirit"
207,Struggle for Skemfar,G,4.0,{3}{G},,,,"Put a +1/+1 counter on target creature you control. Then that creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)
Foretell {G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,"Fight, Foretell",,Sorcery,
208,"Toski, Bearer of Secrets",G,4.0,{3}{G},1.0,1.0,,"This spell can't be countered.
Indestructible
Toski, Bearer of Secrets attacks each combat if able.
Whenever a creature you control deals combat damage to a player, draw a card.",rare,Indestructible,Legendary,Creature,Squirrel
209,Tyvar Kell,G,4.0,{2}{G}{G},,,3.0,"Elves you control have ""{T}: Add {B}.""
[+1]: Put a +1/+1 counter on up to one target Elf. Untap it. It gains deathtouch until end of turn.
[0]: Create a 1/1 green Elf Warrior creature token.
[−6]: You get an emblem with ""Whenever you cast an Elf spell, it gains haste until end of turn and you draw two cards.""",mythic,,Legendary,Planeswalker,Tyvar
210,"Vorinclex, Monstrous Raider",G,6.0,{4}{G}{G},6.0,6.0,,"Trample, haste
If you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead.
If an opponent would put one or more counters on a permanent or player, they put half that many of each of those kinds of counters on that permanent or player instead, rounded down.",mythic,"Haste, Trample",Legendary,Creature,"Phyrexian, Praetor"
211,"Aegar, the Freezing Flame","R, U",3.0,{1}{U}{R},3.0,3.0,,"Whenever a creature or planeswalker an opponent controls is dealt excess damage, if a Giant, Wizard, or spell you controlled dealt damage to it this turn, draw a card.",uncommon,,Legendary,Creature,"Giant, Wizard"
212,Arni Slays the Troll,"G, R",2.0,{R}{G},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Target creature you control fights up to one target creature you don't control.
II — Add {R}. Put two +1/+1 counters on up to one target creature you control.
III — You gain life equal to the greatest power among creatures you control.",uncommon,Fight,,Enchantment,Saga
213,Ascent of the Worthy,"B, W",3.0,{1}{W}{B},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Choose a creature you control. Until your next turn, all damage that would be dealt to creatures you control is dealt to that creature instead.
III — Return target creature card from your graveyard to the battlefield with a flying counter on it. That creature is an Angel Warrior in addition to its other types.",uncommon,,,Enchantment,Saga
214,Battle for Bretagard,"G, W",3.0,{1}{G}{W},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 1/1 white Human Warrior creature token.
II — Create a 1/1 green Elf Warrior creature token.
III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that's a copy of it.",rare,,,Enchantment,Saga
215,Battle of Frost and Fire,"R, U",5.0,{3}{U}{R},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Battle of Frost and Fire deals 4 damage to each non-Giant creature and each planeswalker.
II — Scry 3.
III — Whenever you cast a spell with mana value 5 or greater this turn, draw two cards, then discard a card.",rare,Scry,,Enchantment,Saga
216,The Bears of Littjara,"G, U",3.0,{1}{G}{U},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 2/2 blue Shapeshifter creature token with changeling.
II — Any number of target Shapeshifter creatures you control have base power and toughness 4/4.
III — Choose up to one target creature or planeswalker. Each creature with power 4 or greater you control deals damage equal to its power to that permanent.",rare,,,Enchantment,Saga
217,Binding the Old Gods,"B, G",4.0,{2}{B}{G},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Destroy target nonland permanent an opponent controls.
II — Search your library for a Forest card, put it onto the battlefield tapped, then shuffle.
III — Creatures you control gain deathtouch until end of turn.",uncommon,,,Enchantment,Saga
218,The Bloodsky Massacre,"B, R",3.0,{1}{B}{R},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 2/3 red Demon Berserker creature token with menace.
II — Whenever a Berserker attacks this turn, you draw a card and you lose 1 life.
III — Add {R} for each Berserker you control. Until end of turn, you don't lose this mana as steps and phases end.",rare,,,Enchantment,Saga
219,Fall of the Impostor,"G, W",3.0,{1}{G}{W},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Put a +1/+1 counter on up to one target creature.
III — Exile a creature with the greatest power among creatures target opponent controls.",uncommon,,,Enchantment,Saga
220,"Firja, Judge of Valor","B, W",5.0,{2}{W}{B}{B},2.0,4.0,,"Flying, lifelink
Whenever you cast your second spell each turn, look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.",uncommon,"Flying, Lifelink",Legendary,Creature,"Angel, Cleric"
221,Firja's Retribution,"B, W",4.0,{1}{W}{W}{B},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 4/4 white Angel Warrior creature token with flying and vigilance.
II — Until end of turn, Angels you control gain ""{T}: Destroy target creature with power less than this creature's power.""
III — Angels you control gain double strike until end of turn.",rare,,,Enchantment,Saga
222,Forging the Tyrite Sword,"R, W",3.0,{1}{R}{W},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Create a Treasure token.
III — Search your library for a card named Halvar, God of Battle or an Equipment card, reveal it, put it into your hand, then shuffle.",uncommon,,,Enchantment,Saga
223,"Harald, King of Skemfar","B, G",3.0,{1}{B}{G},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Harald, King of Skemfar enters the battlefield, look at the top five cards of your library. You may reveal an Elf, Warrior, or Tyvar card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,Menace,Legendary,Creature,"Elf, Warrior"
224,Harald Unites the Elves,"B, G",4.0,{2}{B}{G},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Mill three cards. You may put an Elf or Tyvar card from your graveyard onto the battlefield.
II — Put a +1/+1 counter on each Elf you control.
III — Whenever an Elf you control attacks this turn, target creature an opponent controls gets -1/-1 until end of turn.",rare,Mill,,Enchantment,Saga
225,Immersturm Predator,"B, R",4.0,{2}{B}{R},3.0,3.0,,"Flying
Whenever Immersturm Predator becomes tapped, exile up to one target card from a graveyard and put a +1/+1 counter on Immersturm Predator.
Sacrifice another creature: Immersturm Predator gains indestructible until end of turn. Tap it.",rare,Flying,,Creature,"Vampire, Dragon"
226,Invasion of the Giants,"R, U",2.0,{U}{R},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Scry 2.
II — Draw a card. Then you may reveal a Giant card from your hand. When you do, Invasion of the Giants deals 2 damage to target opponent or planeswalker.
III — The next Giant spell you cast this turn costs {2} less to cast.",uncommon,Scry,,Enchantment,Saga
227,"Kardur, Doomscourge","B, R",4.0,{2}{B}{R},4.0,3.0,,"When Kardur, Doomscourge enters the battlefield, until your next turn, creatures your opponents control attack each combat if able and attack a player other than you if able.
Whenever an attacking creature dies, each opponent loses 1 life and you gain 1 life.",uncommon,,Legendary,Creature,"Demon, Berserker"
228,Kardur's Vicious Return,"B, R",4.0,{2}{B}{R},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — You may sacrifice a creature. When you do, Kardur's Vicious Return deals 3 damage to any target.
II — Each player discards a card.
III — Return target creature card from your graveyard to the battlefield. Put a +1/+1 counter on it. It gains haste until your next turn.",uncommon,,,Enchantment,Saga
229,Kaya the Inexorable,"B, W",5.0,{3}{W}{B},,,5.0,"[+1]: Put a ghostform counter on up to one target nontoken creature. It gains ""When this creature dies or is put into exile, return it to its owner's hand and create a 1/1 white Spirit creature token with flying.""
[−3]: Exile target nonland permanent.
[−7]: You get an emblem with ""At the beginning of your upkeep, you may cast a legendary spell from your hand, from your graveyard, or from among cards you own in exile without paying its mana cost.""",mythic,,Legendary,Planeswalker,Kaya
