,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
1200,Memorial to War,L,0.0,,,,,"Memorial to War enters the battlefield tapped.
{T}: Add {R}.
{4}{R}, {T}, Sacrifice Memorial to War: Destroy target land.",uncommon,,,Land,
1201,Sulfur Falls,L,0.0,,,,,"Sulfur Falls enters the battlefield tapped unless you control an Island or a Mountain.
{T}: Add {U} or {R}.",rare,,,Land,
1202,Woodland Cemetery,L,0.0,,,,,"Woodland Cemetery enters the battlefield tapped unless you control a Swamp or a Forest.
{T}: Add {B} or {G}.",rare,,,Land,
1203,Zhalfirin Void,L,0.0,,,,,"When Zhalfirin Void enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {C}.",uncommon,Scry,,Land,
1204,"Teferi, Timebender","U, W",6.0,{4}{W}{U},,,5.0,"[+2]: Untap up to one target artifact or creature.
[−3]: You gain 2 life and draw two cards.
[−9]: Take an extra turn after this one.",mythic,,Legendary,Planeswalker,Teferi
1205,Temporal Machinations,U,3.0,{2}{U},,,,"Return target creature to its owner's hand. If you control an artifact, draw a card.",common,,,Sorcery,
1206,"Niambi, Faithful Healer","U, W",3.0,{1}{W}{U},2.0,2.0,,"When Niambi, Faithful Healer enters the battlefield, you may search your library and/or graveyard for a card named Teferi, Timebender, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,Legendary,Creature,"Human, Cleric"
1207,Teferi's Sentinel,C,5.0,{5},2.0,6.0,,"As long as you control a Teferi planeswalker, Teferi's Sentinel gets +4/+0.",uncommon,,,"Artifact, Creature",Golem
1208,"Chandra, Bold Pyromancer",R,6.0,{4}{R}{R},,,5.0,"[+1]: Add {R}{R}. Chandra, Bold Pyromancer deals 2 damage to target player.
[−3]: Chandra, Bold Pyromancer deals 3 damage to target creature or planeswalker.
[−7]: Chandra, Bold Pyromancer deals 10 damage to target player and each creature and planeswalker they control.",mythic,,Legendary,Planeswalker,Chandra
1209,Chandra's Outburst,R,5.0,{3}{R}{R},,,,"Chandra's Outburst deals 4 damage to target player or planeswalker.
Search your library and/or graveyard for a card named Chandra, Bold Pyromancer, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,,Sorcery,
1210,Karplusan Hound,R,4.0,{3}{R},3.0,3.0,,"Whenever Karplusan Hound attacks, if you control a Chandra planeswalker, this creature deals 2 damage to any target.",uncommon,,,Creature,Dog
1211,Pyromantic Pilgrim,R,3.0,{2}{R},3.0,1.0,,Haste (This creature can attack and {T} as soon as it comes under your control.),common,Haste,,Creature,"Human, Wizard"
1212,Acclaimed Contender,W,3.0,{2}{W},3.0,3.0,,"When Acclaimed Contender enters the battlefield, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",rare,,,Creature,"Human, Knight"
1213,All That Glitters,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control.",uncommon,Enchant,,Enchantment,Aura
1214,Archon of Absolution,W,4.0,{3}{W},3.0,2.0,,"Flying
Protection from white (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything white.)
Creatures can't attack you or planeswalkers you control unless their controller pays {1} for each of those creatures.",uncommon,"Flying, Protection",,Creature,Archon
1215,Ardenvale Paladin,W,4.0,{3}{W},2.0,5.0,,"Adamant — If at least three white mana was spent to cast this spell, Ardenvale Paladin enters the battlefield with a +1/+1 counter on it.",common,Adamant,,Creature,"Human, Knight"
1216,Ardenvale Tactician,W,3.0,{1}{W}{W},2.0,3.0,,Flying,common,Flying,,Creature,"Human, Knight"
1217,Dizzying Swoop,W,3.0,{1}{W},,,,Tap up to two target creatures. (Then exile this card. You may cast the creature later from exile.),common,,,Instant,Adventure
1218,Bartered Cow,W,4.0,{3}{W},3.0,3.0,,"When Bartered Cow dies or when you discard it, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,,,Creature,Ox
1219,Beloved Princess,W,1.0,{W},1.0,1.0,,"Lifelink
Beloved Princess can't be blocked by creatures with power 3 or greater.",common,Lifelink,,Creature,"Human, Noble"
1220,Charming Prince,W,2.0,{1}{W},2.0,2.0,,"When Charming Prince enters the battlefield, choose one —
• Scry 2.
• You gain 3 life.
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step.",rare,Scry,,Creature,"Human, Noble"
1221,The Circle of Loyalty,W,6.0,{4}{W}{W},,,,"This spell costs {1} less to cast for each Knight you control.
Creatures you control get +1/+1.
Whenever you cast a legendary spell, create a 2/2 white Knight creature token with vigilance.
{3}{W}, {T}: Create a 2/2 white Knight creature token with vigilance.",mythic,,Legendary,Artifact,
1222,Deafening Silence,W,1.0,{W},,,,Each player can't cast more than one noncreature spell each turn.,uncommon,,,Enchantment,
1223,Faerie Guidemother,W,1.0,{W},1.0,1.0,,Flying,common,Flying,,Creature,Faerie
1224,Gift of the Fae,W,1.0,{1}{W},,,,Target creature gets +2/+1 and gains flying until end of turn. (Then exile this card. You may cast the creature later from exile.),common,Flying,,Sorcery,Adventure
1225,Flutterfox,W,2.0,{1}{W},2.0,2.0,,"As long as you control an artifact or enchantment, Flutterfox has flying.",common,,,Creature,Fox
1226,Fortifying Provisions,W,3.0,{2}{W},,,,"Creatures you control get +0/+1.
When Fortifying Provisions enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,,,Enchantment,
1227,Giant Killer,W,1.0,{W},1.0,2.0,,"{1}{W}, {T}: Tap target creature.",rare,,,Creature,"Human, Peasant"
1228,Chop Down,W,1.0,{2}{W},,,,Destroy target creature with power 4 or greater. (Then exile this card. You may cast the creature later from exile.),rare,,,Instant,Adventure
1229,Glass Casket,W,2.0,{1}{W},,,,"When Glass Casket enters the battlefield, exile target creature an opponent controls with mana value 3 or less until Glass Casket leaves the battlefield.",uncommon,,,Artifact,
1230,Happily Ever After,W,3.0,{2}{W},,,,"When Happily Ever After enters the battlefield, each player gains 5 life and draws a card.
At the beginning of your upkeep, if there are five colors among permanents you control, there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life total, you win the game.",rare,,,Enchantment,
1231,Harmonious Archon,W,6.0,{4}{W}{W},4.0,5.0,,"Flying
Non-Archon creatures have base power and toughness 3/3.
When Harmonious Archon enters the battlefield, create two 1/1 white Human creature tokens.",mythic,Flying,,Creature,Archon
1232,Hushbringer,W,2.0,{1}{W},1.0,2.0,,"Flying, lifelink
Creatures entering the battlefield or dying don't cause abilities to trigger.",rare,"Flying, Lifelink",,Creature,Faerie
1233,Knight of the Keep,W,3.0,{2}{W},3.0,2.0,,,common,,,Creature,"Human, Knight"
1234,"Linden, the Steadfast Queen",W,3.0,{W}{W}{W},3.0,3.0,,"Vigilance
Whenever a white creature you control attacks, you gain 1 life.",rare,Vigilance,Legendary,Creature,"Human, Noble"
1235,Lonesome Unicorn,W,5.0,{4}{W},3.0,3.0,,Vigilance,common,Vigilance,,Creature,Unicorn
1236,Rider in Need,W,5.0,{2}{W},,,,Create a 2/2 white Knight creature token with vigilance. (Then exile this card. You may cast the creature later from exile.),common,Vigilance,,Sorcery,Adventure
1237,Mysterious Pathlighter,W,3.0,{2}{W},2.0,2.0,,"Flying
Each creature you control that has an Adventure enters the battlefield with an additional +1/+1 counter on it. (It doesn't need to have gone on the adventure first.)",uncommon,Flying,,Creature,Faerie
1238,Outflank,W,1.0,{W},,,,Outflank deals damage to target attacking or blocking creature equal to the number of creatures you control.,common,,,Instant,
1239,Prized Griffin,W,5.0,{4}{W},3.0,4.0,,Flying,common,Flying,,Creature,Griffin
1240,Rally for the Throne,W,3.0,{2}{W},,,,"Create two 1/1 white Human creature tokens.
Adamant — If at least three white mana was spent to cast this spell, you gain 1 life for each creature you control.",uncommon,Adamant,,Instant,
1241,Realm-Cloaked Giant,W,7.0,{5}{W}{W},7.0,7.0,,Vigilance,mythic,Vigilance,,Creature,Giant
1242,Cast Off,W,7.0,{3}{W}{W},,,,Destroy all non-Giant creatures. (Then exile this card. You may cast the creature later from exile.),mythic,,,Sorcery,Adventure
1243,Righteousness,W,1.0,{W},,,,Target blocking creature gets +7/+7 until end of turn.,uncommon,,,Instant,
1244,Shepherd of the Flock,W,2.0,{1}{W},3.0,1.0,,,uncommon,,,Creature,"Human, Peasant"
1245,Usher to Safety,W,2.0,{W},,,,Return target permanent you control to its owner's hand. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
1246,Shining Armor,W,2.0,{1}{W},,,,"Flash
When Shining Armor enters the battlefield, attach it to target Knight you control.
Equipped creature gets +0/+2 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,"Equip, Flash",,Artifact,Equipment
1247,Silverflame Ritual,W,4.0,{3}{W},,,,"Put a +1/+1 counter on each creature you control.
Adamant — If at least three white mana was spent to cast this spell, creatures you control gain vigilance until end of turn.",common,Adamant,,Sorcery,
1248,Silverflame Squire,W,2.0,{1}{W},2.0,1.0,,,common,,,Creature,"Human, Soldier"
1249,On Alert,W,2.0,{2}{W},,,,Target creature gets +2/+2 until end of turn. Untap it. (Then exile this card. You may cast the creature later from exile.),common,,,Instant,Adventure
1250,"Syr Alin, the Lion's Claw",W,5.0,{3}{W}{W},4.0,4.0,,"First strike
Whenever Syr Alin, the Lion's Claw attacks, other creatures you control get +1/+1 until end of turn.",uncommon,First strike,Legendary,Creature,"Human, Knight"
1251,Trapped in the Tower,W,2.0,{1}{W},,,,"Enchant creature without flying
Enchanted creature can't attack or block, and its activated abilities can't be activated.",common,Enchant,,Enchantment,Aura
1252,True Love's Kiss,W,4.0,{2}{W}{W},,,,"Exile target artifact or enchantment.
Draw a card.",common,,,Instant,
1253,Venerable Knight,W,1.0,{W},2.0,1.0,,"When Venerable Knight dies, put a +1/+1 counter on target Knight you control.",uncommon,,,Creature,"Human, Knight"
1254,Worthy Knight,W,2.0,{1}{W},2.0,2.0,,"Whenever you cast a Knight spell, create a 1/1 white Human creature token.",rare,,,Creature,"Human, Knight"
1255,Youthful Knight,W,2.0,{1}{W},2.0,1.0,,First strike,common,First strike,,Creature,"Human, Knight"
1256,Animating Faerie,U,3.0,{2}{U},2.0,2.0,,Flying,uncommon,Flying,,Creature,Faerie
1257,Bring to Life,U,3.0,{2}{U},,,,Target noncreature artifact you control becomes a 0/0 artifact creature. Put four +1/+1 counters on it.,uncommon,,,Sorcery,Adventure
1258,Brazen Borrower,U,3.0,{1}{U}{U},3.0,1.0,,"Flash
Flying
Brazen Borrower can block only creatures with flying.",mythic,"Flash, Flying",,Creature,"Faerie, Rogue"
1259,Petty Theft,U,3.0,{1}{U},,,,Return target nonland permanent an opponent controls to its owner's hand.,mythic,,,Instant,Adventure
1260,Corridor Monitor,U,2.0,{1}{U},1.0,4.0,,"When Corridor Monitor enters the battlefield, untap target artifact or creature you control.",common,,,"Artifact, Creature",Construct
1261,Didn't Say Please,U,3.0,{1}{U}{U},,,,Counter target spell. Its controller mills three cards.,common,Mill,,Instant,
1262,"Emry, Lurker of the Loch",U,3.0,{2}{U},1.0,2.0,,"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters the battlefield, mill four cards.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)",rare,Mill,Legendary,Creature,"Merfolk, Wizard"
1263,Fae of Wishes,U,2.0,{1}{U},1.0,4.0,,"Flying
{1}{U}, Discard two cards: Return Fae of Wishes to its owner's hand.",rare,Flying,,Creature,"Faerie, Wizard"
1264,Granted,U,2.0,{3}{U},,,,You may reveal a noncreature card you own from outside the game and put it into your hand.,rare,,,Sorcery,Adventure
1265,Faerie Vandal,U,2.0,{1}{U},1.0,2.0,,"Flash
Flying
Whenever you draw your second card each turn, put a +1/+1 counter on Faerie Vandal.",uncommon,"Flash, Flying",,Creature,"Faerie, Rogue"
1266,Folio of Fancies,U,2.0,{1}{U},,,,"Players have no maximum hand size.
{X}{X}, {T}: Each player draws X cards.
{2}{U}, {T}: Each opponent mills cards equal to the number of cards in their hand.",rare,Mill,,Artifact,
1267,Frogify,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature loses all abilities and is a blue Frog creature with base power and toughness 1/1. (It loses all other card types and creature types.)",uncommon,Enchant,,Enchantment,Aura
1268,Hypnotic Sprite,U,2.0,{U}{U},2.0,1.0,,Flying,uncommon,Flying,,Creature,Faerie
1269,Mesmeric Glare,U,2.0,{2}{U},,,,Counter target spell with mana value 3 or less. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
1270,Into the Story,U,7.0,{5}{U}{U},,,,"This spell costs {3} less to cast if an opponent has seven or more cards in their graveyard.
Draw four cards.",uncommon,,,Instant,
1271,The Magic Mirror,U,9.0,{6}{U}{U}{U},,,,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
You have no maximum hand size.
At the beginning of your upkeep, put a knowledge counter on The Magic Mirror, then draw a card for each knowledge counter on The Magic Mirror.",mythic,,Legendary,Artifact,
1272,Mantle of Tides,U,1.0,{U},,,,"Equipped creature gets +1/+2.
Whenever you draw your second card each turn, attach Mantle of Tides to target creature you control.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
1273,Merfolk Secretkeeper,U,1.0,{U},0.0,4.0,,,common,,,Creature,"Merfolk, Wizard"
1274,Venture Deeper,U,1.0,{U},,,,Target player mills four cards. (Then exile this card. You may cast the creature later from exile.),common,Mill,,Sorcery,Adventure
1275,Midnight Clock,U,3.0,{2}{U},,,,"{T}: Add {U}.
{2}{U}: Put an hour counter on Midnight Clock.
At the beginning of each upkeep, put an hour counter on Midnight Clock.
When the twelfth hour counter is put on Midnight Clock, shuffle your hand and graveyard into your library, then draw seven cards. Exile Midnight Clock.",rare,,,Artifact,
1276,Mirrormade,U,3.0,{1}{U}{U},,,,You may have Mirrormade enter the battlefield as a copy of any artifact or enchantment on the battlefield.,rare,,,Enchantment,
1277,Mistford River Turtle,U,4.0,{3}{U},1.0,5.0,,"Whenever Mistford River Turtle attacks, another target attacking non-Human creature can't be blocked this turn.",common,,,Creature,Turtle
1278,Moonlit Scavengers,U,6.0,{5}{U},4.0,5.0,,"When Moonlit Scavengers enters the battlefield, if you control an artifact or enchantment, return target creature an opponent controls to its owner's hand.",common,,,Creature,"Merfolk, Rogue"
1279,Mystical Dispute,U,3.0,{2}{U},,,,"This spell costs {2} less to cast if it targets a blue spell.
Counter target spell unless its controller pays {3}.",uncommon,,,Instant,
1280,Overwhelmed Apprentice,U,1.0,{U},1.0,2.0,,"When Overwhelmed Apprentice enters the battlefield, each opponent mills two cards. Then you scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",uncommon,"Mill, Scry",,Creature,"Human, Wizard"
1281,Queen of Ice,U,3.0,{2}{U},2.0,3.0,,"Whenever Queen of Ice deals combat damage to a creature, tap that creature. It doesn't untap during its controller's next untap step.",common,,,Creature,"Human, Noble, Wizard"
1282,Rage of Winter,U,3.0,{1}{U},,,,Tap target creature. It doesn't untap during its controller's next untap step. (Then exile this card. You may cast the creature later from exile.),common,,,Sorcery,Adventure
1283,Run Away Together,U,2.0,{1}{U},,,,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,common,,,Instant,
1284,Sage of the Falls,U,5.0,{4}{U},2.0,5.0,,"Whenever Sage of the Falls or another non-Human creature enters the battlefield under your control, you may draw a card. If you do, discard a card.",uncommon,,,Creature,"Merfolk, Wizard"
1285,So Tiny,U,1.0,{U},,,,"Flash
Enchant creature
Enchanted creature gets -2/-0. It gets -6/-0 instead as long as its controller has seven or more cards in their graveyard.",common,"Enchant, Flash",,Enchantment,Aura
1286,Steelgaze Griffin,U,5.0,{4}{U},2.0,4.0,,"Flying
Whenever you draw your second card each turn, Steelgaze Griffin gets +2/+0 until end of turn.",common,Flying,,Creature,Griffin
1287,"Syr Elenora, the Discerning",U,5.0,{3}{U}{U},,4.0,,"Syr Elenora, the Discerning's power is equal to the number of cards in your hand.
When Syr Elenora enters the battlefield, draw a card.
Spells your opponents cast that target Syr Elenora cost {2} more to cast.",uncommon,,Legendary,Creature,"Human, Knight"
1288,Tome Raider,U,3.0,{2}{U},1.0,1.0,,"Flying
When Tome Raider enters the battlefield, draw a card.",common,Flying,,Creature,Faerie
1289,Turn into a Pumpkin,U,4.0,{3}{U},,,,"Return target nonland permanent to its owner's hand. Draw a card.
Adamant — If at least three blue mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",uncommon,Adamant,,Instant,
1290,Unexplained Vision,U,5.0,{4}{U},,,,"Draw three cards.
Adamant — If at least three blue mana was spent to cast this spell, scry 3.",common,"Adamant, Scry",,Sorcery,
1291,Vantress Gargoyle,U,2.0,{1}{U},5.0,4.0,,"Flying
Vantress Gargoyle can't attack unless defending player has seven or more cards in their graveyard.
Vantress Gargoyle can't block unless you have four or more cards in hand.
{T}: Each player mills a card.",rare,"Flying, Mill",,"Artifact, Creature",Gargoyle
1292,Vantress Paladin,U,4.0,{3}{U},2.0,2.0,,"Flying
Adamant — If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.",common,"Adamant, Flying",,Creature,"Human, Knight"
1293,Wishful Merfolk,U,2.0,{1}{U},3.0,2.0,,"Defender
{1}{U}: Wishful Merfolk loses defender and becomes a Human until end of turn.",common,Defender,,Creature,Merfolk
1294,Witching Well,U,1.0,{U},,,,"When Witching Well enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
{3}{U}, Sacrifice Witching Well: Draw two cards.",common,Scry,,Artifact,
1295,"Ayara, First of Locthwain",B,3.0,{B}{B}{B},2.0,3.0,,"Whenever Ayara, First of Locthwain or another black creature enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.
{T}, Sacrifice another black creature: Draw a card.",rare,,Legendary,Creature,"Elf, Noble"
1296,Bake into a Pie,B,4.0,{2}{B}{B},,,,"Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,,,Instant,
1297,Barrow Witches,B,5.0,{4}{B},3.0,4.0,,"When Barrow Witches enters the battlefield, return target Knight card from your graveyard to your hand.",common,,,Creature,"Human, Warlock"
1298,Belle of the Brawl,B,3.0,{2}{B},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Belle of the Brawl attacks, other Knights you control get +1/+0 until end of turn.",uncommon,Menace,,Creature,"Human, Knight"
1299,Blacklance Paragon,B,2.0,{1}{B},3.0,1.0,,"Flash
When Blacklance Paragon enters the battlefield, target Knight gains deathtouch and lifelink until end of turn.",rare,Flash,,Creature,"Human, Knight"
1300,Bog Naughty,B,5.0,{3}{B}{B},3.0,3.0,,"Flying
{2}{B}, Sacrifice a Food: Target creature gets -3/-3 until end of turn.",uncommon,Flying,,Creature,Faerie
1301,Cauldron Familiar,B,1.0,{B},1.0,1.0,,"When Cauldron Familiar enters the battlefield, each opponent loses 1 life and you gain 1 life.
Sacrifice a Food: Return Cauldron Familiar from your graveyard to the battlefield.",uncommon,,,Creature,Cat
1302,The Cauldron of Eternity,B,12.0,{10}{B}{B},,,,"This spell costs {2} less to cast for each creature card in your graveyard.
Whenever a creature you control dies, put it on the bottom of its owner's library.
{2}{B}, {T}, Pay 2 life: Return target creature card from your graveyard to the battlefield. Activate only as a sorcery.",mythic,,Legendary,Artifact,
1303,Cauldron's Gift,B,5.0,{4}{B},,,,"Adamant — If at least three black mana was spent to cast this spell, mill four cards.
You may choose a creature card in your graveyard. If you do, return it to the battlefield with an additional +1/+1 counter on it.",uncommon,"Adamant, Mill",,Sorcery,
1304,Clackbridge Troll,B,5.0,{3}{B}{B},8.0,8.0,,"Trample, haste
When Clackbridge Troll enters the battlefield, target opponent creates three 0/1 white Goat creature tokens.
At the beginning of combat on your turn, any opponent may sacrifice a creature. If a player does, tap Clackbridge Troll, you gain 3 life, and you draw a card.",rare,"Haste, Trample",,Creature,Troll
1305,Epic Downfall,B,2.0,{1}{B},,,,Exile target creature with mana value 3 or greater.,uncommon,,,Sorcery,
1306,Eye Collector,B,1.0,{B},1.0,1.0,,"Flying
Whenever Eye Collector deals combat damage to a player, each player mills a card.",common,"Flying, Mill",,Creature,Faerie
1307,Festive Funeral,B,5.0,{4}{B},,,,"Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.",common,,,Instant,
1308,Foreboding Fruit,B,3.0,{2}{B},,,,"Target player draws two cards and loses 2 life.
Adamant — If at least three black mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,Adamant,,Sorcery,
1309,Forever Young,B,2.0,{1}{B},,,,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.",common,,,Sorcery,
1310,Foulmire Knight,B,1.0,{B},1.0,1.0,,Deathtouch,uncommon,Deathtouch,,Creature,"Zombie, Knight"
1311,Profane Insight,B,1.0,{2}{B},,,,You draw a card and you lose 1 life. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
1312,Giant's Skewer,B,2.0,{1}{B},,,,"Equipped creature gets +2/+1.
Whenever equipped creature deals combat damage to a creature, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
1313,Lash of Thorns,B,1.0,{B},,,,Target creature gets +2/+1 and gains deathtouch until end of turn.,common,,,Instant,
1314,Locthwain Paladin,B,4.0,{3}{B},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Adamant — If at least three black mana was spent to cast this spell, Locthwain Paladin enters the battlefield with a +1/+1 counter on it.",common,"Adamant, Menace",,Creature,"Human, Knight"
1315,Lost Legion,B,3.0,{1}{B}{B},2.0,3.0,,"When Lost Legion enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",common,Scry,,Creature,"Spirit, Knight"
1316,Malevolent Noble,B,2.0,{1}{B},2.0,2.0,,"{2}, Sacrifice an artifact or another creature: Put a +1/+1 counter on Malevolent Noble.",common,,,Creature,"Human, Noble"
1317,Memory Theft,B,3.0,{2}{B},,,,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. You may put a card that has an Adventure that player owns from exile into that player's graveyard.,common,,,Sorcery,
1318,Murderous Rider,B,3.0,{1}{B}{B},2.0,3.0,,"Lifelink
When Murderous Rider dies, put it on the bottom of its owner's library.",rare,Lifelink,,Creature,"Zombie, Knight"
1319,Swift End,B,3.0,{1}{B}{B},,,,Destroy target creature or planeswalker. You lose 2 life. (Then exile this card. You may cast the creature later from exile.),rare,,,Instant,Adventure
1320,Oathsworn Knight,B,3.0,{1}{B}{B},0.0,0.0,,"Oathsworn Knight enters the battlefield with four +1/+1 counters on it.
Oathsworn Knight attacks each combat if able.
If damage would be dealt to Oathsworn Knight while it has a +1/+1 counter on it, prevent that damage and remove a +1/+1 counter from it.",rare,,,Creature,"Human, Knight"
1321,Order of Midnight,B,2.0,{1}{B},2.0,2.0,,"Flying
Order of Midnight can't block.",uncommon,Flying,,Creature,"Human, Knight"
1322,Alter Fate,B,2.0,{1}{B},,,,Return target creature card from your graveyard to your hand. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Sorcery,Adventure
1323,Piper of the Swarm,B,2.0,{1}{B},1.0,3.0,,"Rats you control have menace.
{1}{B}, {T}: Create a 1/1 black Rat creature token.
{2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.",rare,,,Creature,"Human, Warlock"
1324,"Rankle, Master of Pranks",B,4.0,{2}{B}{B},3.0,3.0,,"Flying, haste
Whenever Rankle, Master of Pranks deals combat damage to a player, choose any number —
• Each player discards a card.
• Each player loses 1 life and draws a card.
• Each player sacrifices a creature.",mythic,"Flying, Haste",Legendary,Creature,"Faerie, Rogue"
1325,Reaper of Night,B,7.0,{5}{B}{B},4.0,5.0,,"Whenever Reaper of Night attacks, if defending player has two or fewer cards in hand, it gains flying until end of turn.",common,,,Creature,Specter
1326,Harvest Fear,B,7.0,{3}{B},,,,Target opponent discards two cards. (Then exile this card. You may cast the creature later from exile.),common,,,Sorcery,Adventure
1327,Reave Soul,B,2.0,{1}{B},,,,Destroy target creature with power 3 or less.,common,,,Sorcery,
1328,Revenge of Ravens,B,4.0,{3}{B},,,,"Whenever a creature attacks you or a planeswalker you control, that creature's controller loses 1 life and you gain 1 life.",uncommon,,,Enchantment,
1329,Smitten Swordmaster,B,2.0,{1}{B},2.0,1.0,,Lifelink,common,Lifelink,,Creature,"Human, Knight"
1330,Curry Favor,B,2.0,{B},,,,"You gain X life and each opponent loses X life, where X is the number of Knights you control.",common,,,Sorcery,Adventure
1331,Specter's Shriek,B,1.0,{B},,,,"Target opponent reveals their hand. You may choose a nonland card from it. If you do, that player exiles that card. If a nonblack card is exiled this way, exile a card from your hand.",uncommon,,,Sorcery,
1332,"Syr Konrad, the Grim",B,5.0,{3}{B}{B},5.0,4.0,,"Whenever another creature dies, or a creature card is put into a graveyard from anywhere other than the battlefield, or a creature card leaves your graveyard, Syr Konrad, the Grim deals 1 damage to each opponent.
{1}{B}: Each player mills a card.",uncommon,Mill,Legendary,Creature,"Human, Knight"
1333,Tempting Witch,B,3.0,{2}{B},1.0,3.0,,"When Tempting Witch enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{2}, {T}, Sacrifice a Food: Target player loses 3 life.",common,,,Creature,"Human, Warlock"
1334,Wicked Guardian,B,4.0,{3}{B},4.0,2.0,,"When Wicked Guardian enters the battlefield, you may have it deal 2 damage to another creature you control. If you do, draw a card.",common,,,Creature,"Human, Noble"
1335,Wishclaw Talisman,B,2.0,{1}{B},,,,"Wishclaw Talisman enters the battlefield with three wish counters on it.
{1}, {T}, Remove a wish counter from Wishclaw Talisman: Search your library for a card, put it into your hand, then shuffle. An opponent gains control of Wishclaw Talisman. Activate only during your turn.",rare,,,Artifact,
1336,Witch's Vengeance,B,3.0,{1}{B}{B},,,,Creatures of the creature type of your choice get -3/-3 until end of turn.,rare,,,Sorcery,
1337,Barge In,R,1.0,{R},,,,Target attacking creature gets +2/+2 until end of turn. Each attacking non-Human creature gains trample until end of turn.,common,,,Instant,
1338,Bloodhaze Wolverine,R,2.0,{1}{R},2.0,1.0,,"Whenever you draw your second card each turn, Bloodhaze Wolverine gets +1/+1 and gains first strike until end of turn.",common,,,Creature,Wolverine
1339,Blow Your House Down,R,3.0,{2}{R},,,,Up to three target creatures can't block this turn. Destroy any of them that are Walls.,common,,,Sorcery,
1340,Bonecrusher Giant,R,3.0,{2}{R},4.0,3.0,,"Whenever Bonecrusher Giant becomes the target of a spell, Bonecrusher Giant deals 2 damage to that spell's controller.",rare,,,Creature,Giant
1341,Stomp,R,3.0,{1}{R},,,,Damage can't be prevented this turn. Stomp deals 2 damage to any target.,rare,,,Instant,Adventure
1342,Brimstone Trebuchet,R,3.0,{2}{R},1.0,3.0,,"Defender, reach
{T}: Brimstone Trebuchet deals 1 damage to each opponent.
Whenever a Knight enters the battlefield under your control, untap Brimstone Trebuchet.",common,"Defender, Reach",,"Artifact, Creature",Wall
1343,Burning-Yard Trainer,R,5.0,{4}{R},3.0,3.0,,"Trample, haste
When Burning-Yard Trainer enters the battlefield, another target Knight you control gets +2/+2 and gains trample and haste until end of turn.",uncommon,"Haste, Trample",,Creature,"Human, Knight"
