,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
144,Skizzik,R,4.0,{3}{R},5.0,3.0,,"Kicker {R} (You may pay an additional {R} as you cast this spell.)
Trample, haste
At the beginning of the end step, if Skizzik wasn't kicked, sacrifice it.",uncommon,"Haste, Kicker, Trample",,Creature
145,"Squee, the Immortal",R,3.0,{1}{R}{R},2.0,1.0,,"You may cast Squee, the Immortal from your graveyard or from exile.",rare,,Legendary,Creature
146,Two-Headed Giant,R,4.0,{2}{R}{R},4.0,4.0,,"Whenever Two-Headed Giant attacks, flip two coins. If both coins come up heads, Two-Headed Giant gains double strike until end of turn. If both coins come up tails, Two-Headed Giant gains menace until end of turn.",rare,,,Creature
147,"Valduk, Keeper of the Flame",R,3.0,{2}{R},3.0,2.0,,"At the beginning of combat on your turn, for each Aura and Equipment attached to Valduk, Keeper of the Flame, create a 3/1 red Elemental creature token with trample and haste. Exile those tokens at the beginning of the next end step.",uncommon,,Legendary,Creature
148,Verix Bladewing,R,4.0,{2}{R}{R},4.0,4.0,,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Flying
When Verix Bladewing enters the battlefield, if it was kicked, create Karox Bladewing, a legendary 4/4 red Dragon creature token with flying.",mythic,"Flying, Kicker",Legendary,Creature
149,Warcry Phoenix,R,4.0,{3}{R},2.0,2.0,,"Flying, haste
Whenever you attack with three or more creatures, you may pay {2}{R}. If you do, return Warcry Phoenix from your graveyard to the battlefield tapped and attacking.",uncommon,"Flying, Haste",,Creature
150,Warlord's Fury,R,1.0,{R},,,,"Creatures you control gain first strike until end of turn.
Draw a card.",common,,,Sorcery
151,Wizard's Lightning,R,3.0,{2}{R},,,,"This spell costs {2} less to cast if you control a Wizard.
Wizard's Lightning deals 3 damage to any target.",uncommon,,,Instant
152,Adventurous Impulse,G,1.0,{G},,,,Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,common,,,Sorcery
153,Ancient Animus,G,2.0,{1}{G},,,,Put a +1/+1 counter on target creature you control if it's legendary. Then it fights target creature an opponent controls. (Each deals damage equal to its power to the other.),common,Fight,,Instant
154,Arbor Armament,G,1.0,{G},,,,Put a +1/+1 counter on target creature. That creature gains reach until end of turn.,common,,,Instant
155,Baloth Gorger,G,4.0,{2}{G}{G},4.0,4.0,,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
If Baloth Gorger was kicked, it enters the battlefield with three +1/+1 counters on it.",common,Kicker,,Creature
156,Broken Bond,G,2.0,{1}{G},,,,Destroy target artifact or enchantment. You may put a land card from your hand onto the battlefield.,common,,,Sorcery
157,Corrosive Ooze,G,2.0,{1}{G},2.0,2.0,,"Whenever Corrosive Ooze blocks or becomes blocked by an equipped creature, destroy all Equipment attached to that creature at end of combat.",common,,,Creature
158,Elfhame Druid,G,2.0,{1}{G},0.0,2.0,,"{T}: Add {G}.
{T}: Add {G}{G}. Spend this mana only to cast kicked spells.",uncommon,,,Creature
159,Fungal Plots,G,2.0,{1}{G},,,,"{1}{G}, Exile a creature card from your graveyard: Create a 1/1 green Saproling creature token.
Sacrifice two Saprolings: You gain 2 life and draw a card.",uncommon,,,Enchantment
160,Gaea's Blessing,G,2.0,{1}{G},,,,"Target player shuffles up to three target cards from their graveyard into their library.
Draw a card.
When Gaea's Blessing is put into your graveyard from your library, shuffle your graveyard into your library.",uncommon,,,Sorcery
161,Gaea's Protector,G,4.0,{3}{G},4.0,2.0,,Gaea's Protector must be blocked if able.,common,,,Creature
162,Gift of Growth,G,2.0,{1}{G},,,,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Untap target creature. It gets +2/+2 until end of turn. If this spell was kicked, that creature gets +4/+4 until end of turn instead.",common,Kicker,,Instant
163,Grow from the Ashes,G,3.0,{2}{G},,,,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Search your library for a basic land card, put it onto the battlefield, then shuffle. If this spell was kicked, instead search your library for two basic land cards, put them onto the battlefield, then shuffle.",common,Kicker,,Sorcery
164,"Grunn, the Lonely King",G,6.0,{4}{G}{G},5.0,5.0,,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
If Grunn, the Lonely King was kicked, it enters the battlefield with five +1/+1 counters on it.
Whenever Grunn attacks alone, double its power and toughness until end of turn.",uncommon,Kicker,Legendary,Creature
165,Kamahl's Druidic Vow,G,2.0,{X}{G}{G},,,,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Look at the top X cards of your library. You may put any number of land and/or legendary permanent cards with mana value X or less from among them onto the battlefield. Put the rest into your graveyard.",rare,,Legendary,Sorcery
166,Krosan Druid,G,3.0,{2}{G},2.0,3.0,,"Kicker {4}{G} (You may pay an additional {4}{G} as you cast this spell.)
When Krosan Druid enters the battlefield, if it was kicked, you gain 10 life.",common,Kicker,,Creature
167,Llanowar Elves,G,1.0,{G},1.0,1.0,,{T}: Add {G}.,common,,,Creature
168,Llanowar Envoy,G,3.0,{2}{G},3.0,2.0,,{1}{G}: Add one mana of any color.,common,,,Creature
169,Llanowar Scout,G,2.0,{1}{G},1.0,3.0,,{T}: You may put a land card from your hand onto the battlefield.,common,,,Creature
170,Mammoth Spider,G,5.0,{4}{G},3.0,5.0,,Reach (This creature can block creatures with flying.),common,Reach,,Creature
171,"Marwyn, the Nurturer",G,3.0,{2}{G},1.0,1.0,,"Whenever another Elf enters the battlefield under your control, put a +1/+1 counter on Marwyn, the Nurturer.
{T}: Add an amount of {G} equal to Marwyn's power.",rare,,Legendary,Creature
172,The Mending of Dominaria,G,5.0,{3}{G}{G},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Mill two cards, then you may return a creature card from your graveyard to your hand.
III — Return all land cards from your graveyard to the battlefield, then shuffle your graveyard into your library.",rare,Mill,,Enchantment
173,"Multani, Yavimaya's Avatar",G,6.0,{4}{G}{G},0.0,0.0,,"Reach, trample
Multani, Yavimaya's Avatar gets +1/+1 for each land you control and each land card in your graveyard.
{1}{G}, Return two lands you control to their owner's hand: Return Multani from your graveyard to your hand.",mythic,"Reach, Trample",Legendary,Creature
174,Nature's Spiral,G,2.0,{1}{G},,,,Return target permanent card from your graveyard to your hand.,uncommon,,,Sorcery
175,Pierce the Sky,G,2.0,{1}{G},,,,Pierce the Sky deals 7 damage to target creature with flying.,common,,,Instant
176,Primordial Wurm,G,6.0,{4}{G}{G},7.0,6.0,,,common,,,Creature
177,Saproling Migration,G,2.0,{1}{G},,,,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Create two 1/1 green Saproling creature tokens. If this spell was kicked, create four of those tokens instead.",common,Kicker,,Sorcery
178,Song of Freyalise,G,2.0,{1}{G},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Until your next turn, creatures you control gain ""{T}: Add one mana of any color.""
III — Put a +1/+1 counter on each creature you control. Those creatures gain vigilance, trample, and indestructible until end of turn.",uncommon,,,Enchantment
179,Spore Swarm,G,4.0,{3}{G},,,,Create three 1/1 green Saproling creature tokens.,uncommon,,,Instant
180,Sporecrown Thallid,G,2.0,{1}{G},2.0,2.0,,Each other creature you control that's a Fungus or Saproling gets +1/+1.,uncommon,,,Creature
181,Steel Leaf Champion,G,3.0,{G}{G}{G},5.0,4.0,,Steel Leaf Champion can't be blocked by creatures with power 2 or less.,rare,,,Creature
182,Sylvan Awakening,G,3.0,{2}{G},,,,"Until your next turn, all lands you control become 2/2 Elemental creatures with reach, indestructible, and haste. They're still lands.",rare,Indestructible,,Sorcery
183,Territorial Allosaurus,G,4.0,{2}{G}{G},5.0,5.0,,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
When Territorial Allosaurus enters the battlefield, if it was kicked, it fights another target creature.",rare,"Fight, Kicker",,Creature
184,Thorn Elemental,G,7.0,{5}{G}{G},7.0,7.0,,You may have Thorn Elemental assign its combat damage as though it weren't blocked.,uncommon,,,Creature
185,Untamed Kavu,G,2.0,{1}{G},2.0,2.0,,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Vigilance, trample
If Untamed Kavu was kicked, it enters the battlefield with three +1/+1 counters on it.",uncommon,"Kicker, Trample, Vigilance",,Creature
186,Verdant Force,G,8.0,{5}{G}{G}{G},7.0,7.0,,"At the beginning of each upkeep, create a 1/1 green Saproling creature token.",rare,,,Creature
187,Wild Onslaught,G,4.0,{3}{G},,,,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Put a +1/+1 counter on each creature you control. If this spell was kicked, put two +1/+1 counters on each creature you control instead.",uncommon,Kicker,,Instant
188,Yavimaya Sapherd,G,3.0,{2}{G},2.0,2.0,,"When Yavimaya Sapherd enters the battlefield, create a 1/1 green Saproling creature token.",common,,,Creature
189,"Adeliz, the Cinder Wind","R, U",3.0,{1}{U}{R},2.0,2.0,,"Flying, haste
Whenever you cast an instant or sorcery spell, Wizards you control get +1/+1 until end of turn.",uncommon,"Flying, Haste",Legendary,Creature
190,Arvad the Cursed,"B, W",5.0,{3}{W}{B},3.0,3.0,,"Deathtouch, lifelink
Other legendary creatures you control get +2/+2.",uncommon,"Deathtouch, Lifelink",Legendary,Creature
191,"Aryel, Knight of Windgrace","B, W",4.0,{2}{W}{B},4.0,4.0,,"Vigilance
{2}{W}, {T}: Create a 2/2 white Knight creature token with vigilance.
{B}, {T}, Tap X untapped Knights you control: Destroy target creature with power X or less.",rare,Vigilance,Legendary,Creature
192,Darigaaz Reincarnated,"B, G, R",7.0,{4}{B}{R}{G},7.0,7.0,,"Flying, trample, haste
If Darigaaz Reincarnated would die, instead exile it with three egg counters on it.
At the beginning of your upkeep, if Darigaaz is exiled with an egg counter on it, remove an egg counter from it. Then if Darigaaz has no egg counters on it, return it to the battlefield.",mythic,"Flying, Haste, Trample",Legendary,Creature
193,"Garna, the Bloodflame","B, R",5.0,{3}{B}{R},3.0,3.0,,"Flash
When Garna, the Bloodflame enters the battlefield, return to your hand all creature cards in your graveyard that were put there from anywhere this turn.
Other creatures you control have haste.",uncommon,Flash,Legendary,Creature
194,Grand Warlord Radha,"G, R",4.0,{2}{R}{G},3.0,4.0,,"Haste
Whenever one or more creatures you control attack, add that much mana in any combination of {R} and/or {G}. Until end of turn, you don't lose this mana as steps and phases end.",rare,Haste,Legendary,Creature
195,"Hallar, the Firefletcher","G, R",3.0,{1}{R}{G},3.0,3.0,,"Trample
Whenever you cast a spell, if that spell was kicked, put a +1/+1 counter on Hallar, the Firefletcher, then Hallar deals damage equal to the number of +1/+1 counters on it to each opponent.",uncommon,Trample,Legendary,Creature
196,"Jhoira, Weatherlight Captain","R, U",4.0,{2}{U}{R},3.0,3.0,,"Whenever you cast a historic spell, draw a card. (Artifacts, legendaries, and Sagas are historic.)",mythic,,Legendary,Creature
197,"Jodah, Archmage Eternal","R, U, W",4.0,{1}{U}{R}{W},4.0,3.0,,"Flying
You may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells that you cast.",rare,Flying,Legendary,Creature
198,"Muldrotha, the Gravetide","B, G, U",6.0,{3}{B}{G}{U},6.0,6.0,,"During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.)",mythic,,Legendary,Creature
199,Oath of Teferi,"U, W",5.0,{3}{W}{U},,,,"When Oath of Teferi enters the battlefield, exile another target permanent you control. Return it to the battlefield under its owner's control at the beginning of the next end step.
You may activate the loyalty abilities of planeswalkers you control twice each turn rather than only once.",rare,,Legendary,Enchantment
200,Primevals' Glorious Rebirth,"B, W",7.0,{5}{W}{B},,,,"(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)
Return all legendary permanent cards from your graveyard to the battlefield.",rare,,Legendary,Sorcery
201,"Raff Capashen, Ship's Mage","U, W",4.0,{2}{W}{U},3.0,3.0,,"Flash
Flying
You may cast historic spells as though they had flash. (Artifacts, legendaries, and Sagas are historic.)",uncommon,"Flash, Flying",Legendary,Creature
202,"Rona, Disciple of Gix","B, U",3.0,{1}{U}{B},2.0,2.0,,"When Rona, Disciple of Gix enters the battlefield, you may exile target historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.)
You may cast spells from among cards exiled with Rona.
{4}, {T}: Exile the top card of your library.",uncommon,,Legendary,Creature
203,"Shanna, Sisay's Legacy","G, W",2.0,{G}{W},0.0,0.0,,"Shanna, Sisay's Legacy can't be the target of abilities your opponents control.
Shanna gets +1/+1 for each creature you control.",uncommon,,Legendary,Creature
204,"Slimefoot, the Stowaway","B, G",3.0,{1}{B}{G},2.0,3.0,,"Whenever a Saproling you control dies, Slimefoot, the Stowaway deals 1 damage to each opponent and you gain 1 life.
{4}: Create a 1/1 green Saproling creature token.",uncommon,,Legendary,Creature
205,"Tatyova, Benthic Druid","G, U",5.0,{3}{G}{U},3.0,3.0,,"Whenever a land enters the battlefield under your control, you gain 1 life and draw a card.",uncommon,,Legendary,Creature
206,"Teferi, Hero of Dominaria","U, W",5.0,{3}{W}{U},,,4.0,"[+1]: Draw a card. At the beginning of the next end step, untap up to two lands.
[−3]: Put target nonland permanent into its owner's library third from the top.
[−8]: You get an emblem with ""Whenever you draw a card, exile target permanent an opponent controls.""",mythic,,Legendary,Planeswalker
207,"Tiana, Ship's Caretaker","R, W",5.0,{3}{R}{W},3.0,3.0,,"Flying, first strike
Whenever an Aura or Equipment you control is put into a graveyard from the battlefield, you may return that card to its owner's hand at the beginning of the next end step.",uncommon,"First strike, Flying",Legendary,Creature
208,Aesthir Glider,,3.0,{3},2.0,1.0,,"Flying
Aesthir Glider can't block.",common,Flying,,"Artifact, Creature"
209,Amaranthine Wall,,4.0,{4},0.0,6.0,,"Defender
{2}: Amaranthine Wall gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",uncommon,Defender,,"Artifact, Creature"
210,Blackblade Reforged,,2.0,{2},,,,"Equipped creature gets +1/+1 for each land you control.
Equip legendary creature {3}
Equip {7}",rare,Equip,Legendary,Artifact
211,Bloodtallow Candle,,1.0,{1},,,,"{6}, {T}, Sacrifice Bloodtallow Candle: Target creature gets -5/-5 until end of turn.",common,,,Artifact
212,Damping Sphere,,2.0,{2},,,,"If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn.",uncommon,,,Artifact
213,Forebear's Blade,,3.0,{3},,,,"Equipped creature gets +3/+0 and has vigilance and trample.
Whenever equipped creature dies, attach Forebear's Blade to target creature you control.
Equip {3}",rare,Equip,,Artifact
214,Gilded Lotus,,5.0,{5},,,,{T}: Add three mana of any one color.,rare,,,Artifact
215,Guardians of Koilos,,5.0,{5},4.0,4.0,,"When Guardians of Koilos enters the battlefield, you may return another target historic permanent you control to its owner's hand. (Artifacts, legendaries, and Sagas are historic.)",common,,,"Artifact, Creature"
216,Helm of the Host,,4.0,{4},,,,"At the beginning of combat on your turn, create a token that's a copy of equipped creature, except the token isn't legendary if equipped creature is legendary. That token gains haste.
Equip {5}",rare,Equip,Legendary,Artifact
217,Howling Golem,,3.0,{3},2.0,3.0,,"Whenever Howling Golem attacks or blocks, each player draws a card.",uncommon,,,"Artifact, Creature"
218,Icy Manipulator,,4.0,{4},,,,"{1}, {T}: Tap target artifact, creature, or land.",uncommon,,,Artifact
219,Jhoira's Familiar,,4.0,{4},2.0,2.0,,"Flying
Historic spells you cast cost {1} less to cast. (Artifacts, legendaries, and Sagas are historic.)",uncommon,Flying,,"Artifact, Creature"
220,Jousting Lance,,2.0,{2},,,,"Equipped creature gets +2/+0.
As long as it's your turn, equipped creature has first strike.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
221,Juggernaut,,4.0,{4},5.0,3.0,,"Juggernaut attacks each combat if able.
Juggernaut can't be blocked by Walls.",uncommon,,,"Artifact, Creature"
222,Mishra's Self-Replicator,,5.0,{5},2.0,2.0,,"Whenever you cast a historic spell, you may pay {1}. If you do, create a token that's a copy of Mishra's Self-Replicator. (Artifacts, legendaries, and Sagas are historic.)",rare,,,"Artifact, Creature"
223,Mox Amber,,0.0,{0},,,,{T}: Add one mana of any color among legendary creatures and planeswalkers you control.,mythic,,Legendary,Artifact
224,Navigator's Compass,,1.0,{1},,,,"When Navigator's Compass enters the battlefield, you gain 3 life.
{T}: Until end of turn, target land you control becomes the basic land type of your choice in addition to its other types.",common,,,Artifact
225,Pardic Wanderer,,6.0,{6},5.0,5.0,,Trample,common,Trample,,"Artifact, Creature"
226,Powerstone Shard,,3.0,{3},,,,{T}: Add {C} for each artifact you control named Powerstone Shard.,common,,,Artifact
227,Shield of the Realm,,2.0,{2},,,,"If a source would deal damage to equipped creature, prevent 2 of that damage.
Equip {1}",uncommon,Equip,,Artifact
228,Short Sword,,1.0,{1},,,,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
229,Skittering Surveyor,,3.0,{3},1.0,2.0,,"When Skittering Surveyor enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.",common,,,"Artifact, Creature"
230,Sorcerer's Wand,,1.0,{1},,,,"Equipped creature has ""{T}: This creature deals 1 damage to target player or planeswalker. If this creature is a Wizard, it deals 2 damage instead.""
Equip {3}",uncommon,Equip,,Artifact
231,Sparring Construct,,1.0,{1},1.0,1.0,,"When Sparring Construct dies, put a +1/+1 counter on target creature you control.",common,,,"Artifact, Creature"
232,Thran Temporal Gateway,,4.0,{4},,,,"{4}, {T}: You may put a historic permanent card from your hand onto the battlefield. (Artifacts, legendaries, and Sagas are historic.)",rare,,Legendary,Artifact
233,"Traxos, Scourge of Kroog",,4.0,{4},7.0,7.0,,"Trample
Traxos, Scourge of Kroog enters the battlefield tapped and doesn't untap during your untap step.
Whenever you cast a historic spell, untap Traxos. (Artifacts, legendaries, and Sagas are historic.)",rare,Trample,Legendary,"Artifact, Creature"
234,Urza's Tome,,2.0,{2},,,,"{3}, {T}: Draw a card. Then discard a card unless you exile a historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.)",uncommon,,,Artifact
235,Voltaic Servant,,2.0,{2},1.0,3.0,,"At the beginning of your end step, untap target artifact.",common,,,"Artifact, Creature"
236,Weatherlight,,4.0,{4},4.0,5.0,,"Flying
Whenever Weatherlight deals combat damage to a player, look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)
Crew 3",mythic,"Crew, Flying",Legendary,Artifact
237,Cabal Stronghold,,0.0,,,,,"{T}: Add {C}.
{3}, {T}: Add {B} for each basic Swamp you control.",rare,,,Land
238,Clifftop Retreat,,0.0,,,,,"Clifftop Retreat enters the battlefield tapped unless you control a Mountain or a Plains.
{T}: Add {R} or {W}.",rare,,,Land
239,Hinterland Harbor,,0.0,,,,,"Hinterland Harbor enters the battlefield tapped unless you control a Forest or an Island.
{T}: Add {G} or {U}.",rare,,,Land
240,Isolated Chapel,,0.0,,,,,"Isolated Chapel enters the battlefield tapped unless you control a Plains or a Swamp.
{T}: Add {W} or {B}.",rare,,,Land
241,Memorial to Folly,,0.0,,,,,"Memorial to Folly enters the battlefield tapped.
{T}: Add {B}.
{2}{B}, {T}, Sacrifice Memorial to Folly: Return target creature card from your graveyard to your hand.",uncommon,,,Land
242,Memorial to Genius,,0.0,,,,,"Memorial to Genius enters the battlefield tapped.
{T}: Add {U}.
{4}{U}, {T}, Sacrifice Memorial to Genius: Draw two cards.",uncommon,,,Land
243,Memorial to Glory,,0.0,,,,,"Memorial to Glory enters the battlefield tapped.
{T}: Add {W}.
{3}{W}, {T}, Sacrifice Memorial to Glory: Create two 1/1 white Soldier creature tokens.",uncommon,,,Land
244,Memorial to Unity,,0.0,,,,,"Memorial to Unity enters the battlefield tapped.
{T}: Add {G}.
{2}{G}, {T}, Sacrifice Memorial to Unity: Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Then put the rest on the bottom of your library in a random order.",uncommon,,,Land
245,Memorial to War,,0.0,,,,,"Memorial to War enters the battlefield tapped.
{T}: Add {R}.
{4}{R}, {T}, Sacrifice Memorial to War: Destroy target land.",uncommon,,,Land
246,Sulfur Falls,,0.0,,,,,"Sulfur Falls enters the battlefield tapped unless you control an Island or a Mountain.
{T}: Add {U} or {R}.",rare,,,Land
247,Woodland Cemetery,,0.0,,,,,"Woodland Cemetery enters the battlefield tapped unless you control a Swamp or a Forest.
{T}: Add {B} or {G}.",rare,,,Land
248,Zhalfirin Void,,0.0,,,,,"When Zhalfirin Void enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {C}.",uncommon,Scry,,Land
249,"Teferi, Timebender","U, W",6.0,{4}{W}{U},,,5.0,"[+2]: Untap up to one target artifact or creature.
[−3]: You gain 2 life and draw two cards.
[−9]: Take an extra turn after this one.",mythic,,Legendary,Planeswalker
250,Temporal Machinations,U,3.0,{2}{U},,,,"Return target creature to its owner's hand. If you control an artifact, draw a card.",common,,,Sorcery
251,"Niambi, Faithful Healer","U, W",3.0,{1}{W}{U},2.0,2.0,,"When Niambi, Faithful Healer enters the battlefield, you may search your library and/or graveyard for a card named Teferi, Timebender, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,Legendary,Creature
252,Teferi's Sentinel,,5.0,{5},2.0,6.0,,"As long as you control a Teferi planeswalker, Teferi's Sentinel gets +4/+0.",uncommon,,,"Artifact, Creature"
253,Meandering River,,0.0,,,,,"Meandering River enters the battlefield tapped.
{T}: Add {W} or {U}.",common,,,Land
254,"Chandra, Bold Pyromancer",R,6.0,{4}{R}{R},,,5.0,"[+1]: Add {R}{R}. Chandra, Bold Pyromancer deals 2 damage to target player.
[−3]: Chandra, Bold Pyromancer deals 3 damage to target creature or planeswalker.
[−7]: Chandra, Bold Pyromancer deals 10 damage to target player and each creature and planeswalker they control.",mythic,,Legendary,Planeswalker
255,Chandra's Outburst,R,5.0,{3}{R}{R},,,,"Chandra's Outburst deals 4 damage to target player or planeswalker.
Search your library and/or graveyard for a card named Chandra, Bold Pyromancer, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,,Sorcery
256,Karplusan Hound,R,4.0,{3}{R},3.0,3.0,,"Whenever Karplusan Hound attacks, if you control a Chandra planeswalker, this creature deals 2 damage to any target.",uncommon,,,Creature
257,Pyromantic Pilgrim,R,3.0,{2}{R},3.0,1.0,,Haste (This creature can attack and {T} as soon as it comes under your control.),common,Haste,,Creature
258,Timber Gorge,,0.0,,,,,"Timber Gorge enters the battlefield tapped.
{T}: Add {R} or {G}.",common,,,Land
